1.262505714424762893e+00 1.318929344447884233e+00 1.318829766249815849e+00 1.242832180565694111e+00 1.103409239237958861e+00 9.306868943804599281e-01 7.489479243384196128e-01 5.779154129583228272e-01 4.433313995808554342e-01 3.654540578434044562e-01 3.447509819698860722e-01 3.646512788971870145e-01 4.056303586029918473e-01 4.853326799642809775e-01 7.173617509510453738e-01 1.434742295573874449e+00 3.425175776696981256e+00 7.309775459272300324e+00 1.108434697284928561e+01 1.164887006973882677e+01 9.594478678314917630e+00 7.067640176319303080e+00 5.070262744414418599e+00 3.675368960360861248e+00 2.612185587974853007e+00 1.722101041057981785e+00 1.084490677848915841e+00 7.528824566954399611e-01 6.739410301292612093e-01 8.244287991160025308e-01 1.300445910292445717e+00 2.389700967713169977e+00 4.771684640614806128e+00 9.945453357069997224e+00 2.020992283274916446e+01 3.578775838495806028e+01 5.016010078573317799e+01 5.465315927748034142e+01 4.845422800195254354e+01 3.624131600008917786e+01 2.245124756926241361e+01 1.107353740185002344e+01 4.402434694682455074e+00 1.555978540862658299e+00 5.654317163132092094e-01 2.386684419561066195e-01 1.237623256929743926e-01 7.872943398207307708e-02 5.995409698182142810e-02 5.347165797273583515e-02
1.310542289202563104e+00 1.327215890692932110e+00 1.271550040289837868e+00 1.146546665722029568e+00 9.786502656717417370e-01 7.944098434933496433e-01 6.138324645261792334e-01 4.616798260274198040e-01 3.625454253335015919e-01 3.237025055772387860e-01 3.336573817895729377e-01 3.687708525138227444e-01 4.180779493725830243e-01 5.377390211450578938e-01 9.240582752561968816e-01 2.136216325859467080e+00 5.291767157425845802e+00 1.044272241672949875e+01 1.402960912305004904e+01 1.330214443677604308e+01 1.020311000966701798e+01 7.252615008667073759e+00 5.233681816615613158e+00 3.835622326883840305e+00 2.594828957220261856e+00 1.522061442936303743e+00 8.597852436091175665e-01 5.892020215369201397e-01 5.878302871591032375e-01 8.585605067745080143e-01 1.588027873804832790e+00 3.184166962507256393e+00 6.505869755156856726e+00 1.350673277232145431e+01 2.717164366703660150e+01 4.705283119456596808e+01 6.299457326618040298e+01 6.414315464231059138e+01 5.251936496279139988e+01 3.602038101741699450e+01 2.026132691434548505e+01 9.006168197944829146e+00 3.259780907068104305e+00 1.087822957118815159e+00 3.933856491395185118e-01 1.731667702361477101e-01 9.608278412829293624e-02 6.576525398755810048e-02 5.372990962590638853e-02 5.133142323333751700e-02
1.327466569885524361e+00 1.292291782238898623e+00 1.185659558675572489e+00 1.027855260648452118e+00 8.458839810172786855e-01 6.602299017644646106e-01 4.933613464540281823e-01 3.722422441427469253e-01 3.114651809503209967e-01 3.063909030922242760e-01 3.375926534858565975e-01 3.789415808166141653e-01 4.408313004662958168e-01 6.286518717401581302e-01 1.255950146231473719e+00 3.190694767012827615e+00 7.768959538511552410e+00 1.399750697498101992e+01 1.697561048799546768e+01 1.481296233478158442e+01 1.077378968514777213e+01 7.588089720975128571e+00 5.604568277574824009e+00 4.079602131114418384e+00 2.532414059904790626e+00 1.304360264585860740e+00 6.785402211085929114e-01 4.797461417450388788e-01 5.480375181992463984e-01 9.446356934599984267e-01 1.962965094068273908e+00 4.096166852669442804e+00 8.297322765212141960e+00 1.692769421435562904e+01 3.364174450892788570e+01 5.721004721427212303e+01 7.379238818244647291e+01 7.111169960877140284e+01 5.473948392908884131e+01 3.529612663605794154e+01 1.862064718264063146e+01 7.735506134936926514e+00 2.637609820429795970e+00 8.527150068056775778e-01 3.108975884829485725e-01 1.425971218920387418e-01 8.359899113951511918e-02 6.041324406249878182e-02 5.196667547298278872e-02 5.242753695132750663e-02
1.304029986314506617e+00 1.217678951137504129e+00 1.074354725672777899e+00 8.993885124221233651e-01 7.137403968816892208e-01 5.369876260520434208e-01 3.955527303350824253e-01 3.105988322332792206e-01 2.849825996507819315e-01 3.068102224304098402e-01 3.503533520829376635e-01 3.942964873713097895e-01 4.809922429992652404e-01 7.746895767578312331e-01 1.753337811100559307e+00 4.641289657216015385e+00 1.077034240610916882e+01 1.780829970223338066e+01 1.985554021162016980e+01 1.621424628237142329e+01 1.141648139303534215e+01 8.147205069572320824e+00 6.175786591363763733e+00 4.372932828448877096e+00 2.449948246449090927e+00 1.118880999462877890e+00 5.508786008103848664e-01 4.099133126747282474e-01 5.328208831693225234e-01 1.050597193524949180e+00 2.362901152640105362e+00 4.998733500187099388e+00 9.910069412851267856e+00 1.975568828566090573e+01 3.875560838125355190e+01 6.512739063820689012e+01 8.206974583122286049e+01 7.630035533473041198e+01 5.647883856694755877e+01 3.515604356690564458e+01 1.792345707770265406e+01 7.165336118221730999e+00 2.353169867089239808e+00 7.448337369015444187e-01 2.733144420526579244e-01 1.290694406015894247e-01 7.851681524687818825e-02 5.877859022373155967e-02 5.244261810923093320e-02 5.538833905300588611e-02
1.240634137981483365e+00 1.114630449620462871e+00 9.507436206959744007e-01 7.699954085364542067e-01 5.893717164284605348e-01 4.319529965472728161e-01 3.229433086885487025e-01 2.730532199871760768e-01 2.774869931455309358e-01 3.196839570097954608e-01 3.689025856493773903e-01 4.181636252670039022e-01 5.476835893978695413e-01 9.956676594342031006e-01 2.454375502457400771e+00 6.486174069450748370e+00 1.415161526083891097e+01 2.169503695735086879e+01 2.259457435247290036e+01 1.755715067408767993e+01 1.220062174908976793e+01 8.936082266991034473e+00 6.923517035603191871e+00 4.722341254191122495e+00 2.398127722395639427e+00 9.892239243168923224e-01 4.676707763386116490e-01 3.641381778990517848e-01 5.242349359476824455e-01 1.143433310424293525e+00 2.720473088673903916e+00 5.787999092751847208e+00 1.121259427036647516e+01 2.179005907517883145e+01 4.216150642968458584e+01 7.049683705490454599e+01 8.815919721428450373e+01 8.066605324633363239e+01 5.860553141070057848e+01 3.596824469674978531e+01 1.812218463198112417e+01 7.115705172313181670e+00 2.280056368594570060e+00 7.081523840735880482e-01 2.595834374676131984e-01 1.244921282668357554e-01 7.733329271614533540e-02 5.912463121420125090e-02 5.421582424302084924e-02 5.973006489152571374e-02
1.146138528364877285e+00 9.962227560656261582e-01 8.243946628728235915e-01 6.458751713743312584e-01 4.788960248632880279e-01 3.488017013626880658e-01 2.734988278874495027e-01 2.547456126503003793e-01 2.846294522125684678e-01 3.417223332779861789e-01 3.937043049677747542e-01 4.565811452230046363e-01 6.524701216900613554e-01 1.317669321826128614e+00 3.397116090040369851e+00 8.690288260457332825e+00 1.772187908824754743e+01 2.543894445558902717e+01 2.511896556718729556e+01 1.887362343481536797e+01 1.311842166544971278e+01 9.901431684446322379e+00 7.821439466335444735e+00 5.166638150781121652e+00 2.423396377661735102e+00 9.197336545118779405e-01 4.174056782807105126e-01 3.319055715249997207e-01 5.103494350139370361e-01 1.196554916181728156e+00 2.982165684719878751e+00 6.407212548934483998e+00 1.219371811361251368e+01 2.310271243902836602e+01 4.404074103807293739e+01 7.364373951427823783e+01 9.258014209825587670e+01 8.471634060710486835e+01 6.129828460428360870e+01 3.759624750251830960e+01 1.898882217980542464e+01 7.423436701056510323e+00 2.340607263167722163e+00 7.137312355986472623e-01 2.597315635745865436e-01 1.252440016695048897e-01 7.860334376448016580e-02 6.086316071194575877e-02 5.712713356032397133e-02 6.562259057792403649e-02
1.033073400407899411e+00 8.729300552893868304e-01 7.013661956085597282e-01 5.319377840581154260e-01 3.864376941393381504e-01 2.873190667278897048e-01 2.432592208685085688e-01 2.517267958689046736e-01 3.037447832718347951e-01 3.720152064490188093e-01 4.283966680830005869e-01 5.179437373547057799e-01 8.123306313480415097e-01 1.779890968922529071e+00 4.631510895392462857e+00 1.120431813032494439e+01 2.124625209245294144e+01 2.878590936117307564e+01 2.734607703249452371e+01 2.014272493814952014e+01 1.408557420848302577e+01 1.093444229729497508e+01 8.826452819843353836e+00 5.749203012769219967e+00 2.560646969640957504e+00 9.095140019414670318e-01 3.924137630422132039e-01 3.079451794997582481e-01 4.862044713756693559e-01 1.196594181521954736e+00 3.118724747249744134e+00 6.842075556535307079e+00 1.292340484481734642e+01 2.393737486649190771e+01 4.489494177303217270e+01 7.519101434069570189e+01 9.572001760633203560e+01 8.845953640790685313e+01 6.426968110395642952e+01 3.965034887301559507e+01 2.022769430516192912e+01 7.944038862429175119e+00 2.482733613183897070e+00 7.454501079245442474e-01 2.689053845469057125e-01 1.298247844569675735e-01 8.191034681997841349e-02 6.401464721941557690e-02 6.147500087076674530e-02 7.370669885890837603e-02
9.127531128163630658e-01 7.513508374846346038e-01 5.856828489350986988e-01 4.320460513802104052e-01 3.133822269352198320e-01 2.448793691935189643e-01 2.285062554054557993e-01 2.616744096364806982e-01 3.340205683838851081e-01 4.124251991743946855e-01 4.796319638727702950e-01 6.146705705936277297e-01 1.055484250169931970e+00 2.447611899250947243e+00 6.240481943185772984e+00 1.398399828027849701e+01 2.446109128785159470e+01 3.145536707266258958e+01 2.916075879624813538e+01 2.129204273048071983e+01 1.496898776260502295e+01 1.187388217551194636e+01 9.845247602319290081e+00 6.485869374468710369e+00 2.836207740243067654e+00 9.606302239669066712e-01 3.897171254722429645e-01 2.910376888634573778e-01 4.533267631707926237e-01 1.145535542401074691e+00 3.125920813898563910e+00 7.104198306748338965e+00 1.350399917591877141e+01 2.459570248561042760e+01 4.532863509305401095e+01 7.585351127541483152e+01 9.785806980001699173e+01 9.163611637475368354e+01 6.703113356235569142e+01 4.165124390681494049e+01 2.151253830137708434e+01 8.532384696622004938e+00 2.662208067408765810e+00 7.923140916134308043e-01 2.845655677345356183e-01 1.377767370396538182e-01 8.737053649118045606e-02 6.893278735155346226e-02 6.785645298828614502e-02 8.504028847252902146e-02
7.927468026304904658e-01 6.351604265920536285e-01 4.804964105587427592e-01 3.485792813473667651e-01 2.587753201491206356e-01 2.183087622529001626e-01 2.268728047547284854e-01 2.841371660671247468e-01 3.769478532657414283e-01 4.681890945509680768e-01 5.581372900632768363e-01 7.673972464749695410e-01 1.431839609624085075e+00 3.434337608511307316e+00 8.367491589223881476e+00 1.700849414875515464e+01 2.710313171826716072e+01 3.314767485283044834e+01 3.039612338220274523e+01 2.222358888998117266e+01 1.563403974462597645e+01 1.253007114850956860e+01 1.070715779167309378e+01 7.329253118763522146e+00 3.265866357996722869e+00 1.080787566189257420e+00 4.105107915908167149e-01 2.826746184282451502e-01 4.176357630237295671e-01 1.057744747452080025e+00 3.020087575842645755e+00 7.217455174522287464e+00 1.404256615435503619e+01 2.538464203179273682e+01 4.595036022852382018e+01 7.636959894148694161e+01 9.926827731482507033e+01 9.390534325349327105e+01 6.903472249127331395e+01 4.310136144017285176e+01 2.249670916598623904e+01 9.026716078821278799e+00 2.831180265963957776e+00 8.440338291056418418e-01 3.049925839189976395e-01 1.491395686790717157e-01 9.540618586685162272e-02 7.621592832284990182e-02 7.717833144923681721e-02 1.012272659587608731e-01
6.769018341492886170e-01 5.266980809707407785e-01 3.884204505277157327e-01 2.822306892353147467e-01 2.205145294975106585e-01 2.052377885266022384e-01 2.378853469537613174e-01 3.210073810854611742e-01 4.373564605369099079e-01 5.493626708870974484e-01 6.820275775402457885e-01 1.013183442947971580e+00 2.031978373489838674e+00 4.937056589383571392e+00 1.124650635165028056e+01 2.029285779951408486e+01 2.895075195751473629e+01 3.357258220795065284e+01 3.082147363607694146e+01 2.282847764716807148e+01 1.599350219145483365e+01 1.274459585108422033e+01 1.118205010978208769e+01 8.137402497385133771e+00 3.840920685482678731e+00 1.282311262761245851e+00 4.596530000750856937e-01 2.859838048038935709e-01 3.866652841584314326e-01 9.540862641673035771e-01 2.832396217695120733e+00 7.211360938998764958e+00 1.464464758869499761e+01 2.662872871003510156e+01 4.740116398026521694e+01 7.753551209802871824e+01 1.002972594176721799e+02 9.493105606263570451e+01 6.971158428307919053e+01 4.349740366238521716e+01 2.281833777944278552e+01 9.245193473015378416e+00 2.933332016675076037e+00 8.886447362427144503e-01 3.284145365472061484e-01 1.641534969333281468e-01 1.066657406476093778e-01 8.674642125004189408e-02 9.081518403071978107e-02 1.247387521211222594e-01
