name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
C_MW8_054,0.010071,2.60339e-17,0.010071,0.010071,0.010071,0.010071,3.04323e-13,9.03961e-12,-1.23438e-19,2.83238e-10,9.34394e-12,-8.73529e-12,0.010071
C_MW8_055,-0.0054427,1.73559e-17,-0.0054427,-0.0054427,-0.0054427,-0.0054427,4.54115e-13,1.34992e-11,-1.2254e-19,4.22972e-10,1.39533e-11,-1.30451e-11,0.0054427
C_MW8_056,-0.0071478,3.90508e-17,-0.0071478,-0.0071478,-0.0071478,-0.0071478,6.73039e-13,2.00143e-11,-1.13744e-19,6.27109e-10,2.06874e-11,-1.93413e-11,0.0071478
C_MW8_057,-0.011103,1.38847e-17,-0.011103,-0.011103,-0.011103,-0.011103,9.90555e-13,2.94568e-11,-9.40537e-20,9.22966e-10,3.04474e-11,-2.84662e-11,0.011103
C_MW8_058,0.0047853,6.94237e-18,0.0047853,0.0047853,0.0047853,0.0047853,1.44764e-12,4.30324e-11,-5.99017e-20,1.34832e-09,4.44801e-11,-4.15848e-11,0.0047853
C_MW8_059,0.0017288,9.3288e-18,0.0017288,0.0017288,0.0017288,0.0017288,2.10066e-12,6.2396e-11,-6.61949e-21,1.955e-09,6.44967e-11,-6.02954e-11,0.0017288
C_MW8_060,-0.016722,1.73559e-17,-0.016722,-0.016722,-0.016722,-0.016722,3.02666e-12,8.97938e-11,2.24096e-41,2.81339e-09,9.28204e-11,-8.67671e-11,0.016722
C_MW8_061,-0.0054797,1.64881e-17,-0.0054797,-0.0054797,-0.0054797,-0.0054797,4.33004e-12,1.28255e-10,3.09463e-41,4.01833e-09,1.32585e-10,-1.23925e-10,0.0054797
C_MW8_062,-0.0001463,5.42372e-19,-0.0001463,-0.0001463,-0.0001463,-0.0001463,6.15134e-12,1.81824e-10,4.25462e-41,5.69654e-09,1.87976e-10,-1.75673e-10,0.0001463
C_MW8_063,-0.011718,3.47118e-18,-0.011718,-0.011718,-0.011718,-0.011718,8.67965e-12,2.55911e-10,5.82408e-41,8.01736e-09,2.64591e-10,-2.47232e-10,0.011718
C_MW8_064,-0.003554,1.56203e-17,-0.003554,-0.003554,-0.003554,-0.003554,1.2165e-11,3.5759e-10,7.93836e-41,1.12023e-08,3.69755e-10,-3.45425e-10,0.003554
C_MW8_065,-0.0009439,0,-0.0009439,-0.0009439,-0.0009439,-0.0009439,1.6938e-11,4.96135e-10,1.07736e-40,1.55414e-08,5.13073e-10,-4.79197e-10,0.0009439
C_MW8_066,-0.0055588,1.99593e-17,-0.0055588,-0.0055588,-0.0055588,-0.0055588,2.34327e-11,6.83575e-10,1.45592e-40,2.14112e-08,7.07008e-10,-6.60142e-10,0.0055588
C_MW8_067,-0.016017,5.90101e-17,-0.016017,-0.016017,-0.016017,-0.016017,3.2216e-11,9.35435e-10,1.95893e-40,2.9297e-08,9.67651e-10,-9.03219e-10,0.016017
C_MW8_068,0.011437,4.85966e-17,0.011437,0.011437,0.011437,0.011437,4.40229e-11,1.2715e-09,2.62441e-40,3.98171e-08,1.31553e-09,-1.22748e-09,0.011437
C_MW8_069,0.0025334,1.04135e-17,0.0025334,0.0025334,0.0025334,0.0025334,5.98014e-11,1.71696e-09,3.50075e-40,5.37576e-08,1.77676e-09,-1.65716e-09,0.00253335
C_MW8_070,0.0034984,1.34508e-17,0.0034984,0.0034984,0.0034984,0.0034984,8.077e-11,2.30355e-09,4.64991e-40,7.21085e-08,2.38432e-09,-2.22278e-09,0.00349833
C_MW8_071,-0.0056257,1.99593e-17,-0.0056257,-0.0056257,-0.0056257,-0.0056257,1.08484e-10,3.07103e-09,6.15041e-40,9.61083e-08,3.17952e-09,-2.96255e-09,0.0056257
C_MW8_072,0.0018129,4.98983e-18,0.0018129,0.0018129,0.0018129,0.0018129,1.44924e-10,4.06893e-09,8.1021e-40,1.27296e-07,4.21385e-09,-3.92401e-09,0.00181277
C_MW8_073,-0.0066382,2.42983e-17,-0.0066382,-0.0066382,-0.0066382,-0.0066382,1.92605e-10,5.35866e-09,1.06306e-39,1.67577e-07,5.55127e-09,-5.16606e-09,0.0066382
C_MW8_074,-0.001126,3.03729e-18,-0.001126,-0.001126,-0.001126,-0.001126,2.54685e-10,7.01515e-09,1.38948e-39,2.19268e-07,7.26983e-09,-6.76047e-09,0.001126
C_MW8_075,0.0014362,1.30169e-18,0.0014362,0.0014362,0.0014362,0.0014362,3.35144e-10,9.13032e-09,1.80939e-39,2.85201e-07,9.46547e-09,-8.79518e-09,0.00143591
C_MW8_076,0.0058637,1.47525e-17,0.0058637,0.0058637,0.0058637,0.0058637,4.38977e-10,1.1816e-08,2.34784e-39,3.68803e-07,1.2255e-08,-1.1377e-08,0.00586333
C_MW8_077,-0.005715,1.21491e-17,-0.005715,-0.005715,-0.005715,-0.005715,5.72419e-10,1.52074e-08,3.03603e-39,4.74198e-07,1.57799e-08,-1.4635e-08,0.005715
C_MW8_078,-0.0075408,3.3844e-17,-0.0075408,-0.0075408,-0.0075408,-0.0075408,7.43237e-10,1.94677e-08,3.91305e-39,6.06316e-07,2.0211e-08,-1.87245e-08,0.0075408
C_MW8_079,0.012443,6.42169e-17,0.012443,0.012443,0.012443,0.012443,9.61112e-10,2.47927e-08,5.02732e-39,7.71021e-07,2.57538e-08,-2.38316e-08,0.0124422
C_MW8_080,-0.01363,2.42983e-17,-0.01363,-0.01363,-0.01363,-0.01363,1.23807e-09,3.14165e-08,6.43921e-39,9.75244e-07,3.26546e-08,-3.01785e-08,0.01363
C_MW8_081,0.0020106,7.37626e-18,0.0020106,0.0020106,0.0020106,0.0020106,1.58901e-09,3.9619e-08,8.22313e-39,1.22714e-06,4.12081e-08,-3.803e-08,0.00200937
C_MW8_082,-0.0009791,3.90508e-18,-0.0009791,-0.0009791,-0.0009791,-0.0009791,2.03232e-09,4.97333e-08,1.04714e-38,1.53625e-06,5.17656e-08,-4.7701e-08,0.0009791
C_MW8_083,0.0068544,2.16949e-17,0.0068544,0.0068544,0.0068544,0.0068544,2.59077e-09,6.21568e-08,1.32971e-38,1.91371e-06,6.47475e-08,-5.9566e-08,0.00685249
C_MW8_084,-0.0041773,1.30169e-17,-0.0041773,-0.0041773,-0.0041773,-0.0041773,3.29234e-09,7.73599e-08,1.68397e-38,2.37234e-06,8.06523e-08,-7.40676e-08,0.0041773
C_MW8_085,-0.010121,1.04135e-17,-0.010121,-0.010121,-0.010121,-0.010121,4.17147e-09,9.59045e-08,2.12692e-38,2.92698e-06,1.00076e-07,-9.17331e-08,0.010121
C_MW8_086,0.0012379,2.82034e-18,0.0012379,0.0012379,0.0012379,0.0012379,5.27047e-09,1.18457e-07,2.67938e-38,3.59458e-06,1.23727e-07,-1.13186e-07,0.00123431
C_MW8_087,-0.013312,6.94237e-18,-0.013312,-0.013312,-0.013312,-0.013312,6.64163e-09,1.45827e-07,3.36661e-38,4.39495e-06,1.52469e-07,-1.39186e-07,0.013312
C_MW8_088,-0.010365,2.08271e-17,-0.010365,-0.010365,-0.010365,-0.010365,8.34775e-09,1.78947e-07,4.21941e-38,5.34949e-06,1.87295e-07,-1.70599e-07,0.010365
C_MW8_089,-0.0001984,8.40677e-19,-0.0001984,-0.0001984,-0.0001984,-0.0001984,1.0466e-08,2.18949e-07,5.2749e-38,6.48287e-06,2.29415e-07,-2.08483e-07,0.0001984
C_MW8_090,0.001201,4.33898e-19,0.001201,0.001201,0.001201,0.001201,1.30905e-08,2.67192e-07,6.57818e-38,7.82279e-06,2.80283e-07,-2.54102e-07,0.00119318
C_MW8_091,-0.014391,6.24813e-17,-0.014391,-0.014391,-0.014391,-0.014391,1.63353e-08,3.25311e-07,8.18331e-38,9.40023e-06,3.41646e-07,-3.08975e-07,0.014391
C_MW8_092,0.012533,6.24813e-17,0.012533,0.012533,0.012533,0.012533,2.03391e-08,3.95272e-07,1.01557e-37,1.12496e-05,4.15612e-07,-3.74933e-07,0.0125218
C_MW8_093,-0.0003682,5.42372e-20,-0.0003682,-0.0003682,-0.0003682,-0.0003682,2.52691e-08,4.79451e-07,1.25734e-37,1.34092e-05,5.0472e-07,-4.54182e-07,0.0003682
C_MW8_094,0.012269,2.42983e-17,0.012269,0.012269,0.012269,0.012269,3.13278e-08,5.80717e-07,1.55305e-37,1.5921e-05,6.12045e-07,-5.4939e-07,0.0122531
C_MW8_095,0.010971,3.29762e-17,0.010971,0.010971,0.010971,0.010971,3.8758e-08,7.02535e-07,1.91388e-37,1.88313e-05,7.41292e-07,-6.63777e-07,0.0109522
C_MW8_096,0.0005943,5.42372e-19,0.0005943,0.0005943,0.0005943,0.0005943,4.78515e-08,8.49079e-07,2.35325e-37,2.21906e-05,8.9693e-07,-8.01227e-07,0.000572109
C_MW8_097,-0.003945,1.64881e-17,-0.003945,-0.003945,-0.003945,-0.003945,5.89568e-08,1.02537e-06,2.88703e-37,2.6054e-05,1.08433e-06,-9.66418e-07,0.003945
C_MW8_098,-0.013931,5.55389e-17,-0.013931,-0.013931,-0.013931,-0.013931,7.24905e-08,1.23745e-06,3.53421e-37,3.04811e-05,1.30994e-06,-1.16496e-06,0.013931
C_MW8_099,0.0099302,1.56203e-17,0.0099302,0.0099302,0.0099302,0.0099302,8.89469e-08,1.49251e-06,4.31719e-37,3.55366e-05,1.58146e-06,-1.40357e-06,0.00989466
C_MW8_100,0.0153,4.16542e-17,0.0153,0.0153,0.0153,0.0153,1.08914e-07,1.79914e-06,5.26263e-37,4.12897e-05,1.90805e-06,-1.69023e-06,0.0152587
C_MW9_001,0.0016955,3.90508e-18,0.0016955,0.0016955,0.0016955,0.0016955,6.59305e-30,1.52592e-28,-8.35845e-34,4.66447e-27,1.59185e-28,-1.45999e-28,0.0016955
C_MW9_002,0.0006433,2.92881e-18,0.0006433,0.0006433,0.0006433,0.0006433,8.54143e-29,1.99331e-27,-6.92421e-39,6.10277e-26,2.07872e-27,-1.90789e-27,0.0006433
C_MW9_003,-0.0088441,2.60339e-17,-0.0088441,-0.0088441,-0.0088441,-0.0088441,5.90634e-28,1.3717e-26,-3.72699e-38,4.19797e-25,1.43077e-26,-1.31264e-26,0.0088441
C_MW9_004,-0.0099463,1.56203e-17,-0.0099463,-0.0099463,-0.0099463,-0.0099463,2.88859e-27,6.64902e-26,-2.09385e-37,2.03252e-24,6.93788e-26,-6.36016e-26,0.0099463
C_MW9_005,-0.0009922,1.73559e-18,-0.0009922,-0.0009922,-0.0009922,-0.0009922,1.1067e-26,2.51629e-25,-1.07907e-36,7.67807e-24,2.62696e-25,-2.40562e-25,0.0009922
C_MW9_006,0.012096,6.76881e-17,0.012096,0.012096,0.012096,0.012096,3.54304e-26,7.96541e-25,-1.81262e-35,2.42681e-23,8.31972e-25,-7.61111e-25,0.012096
C_MW9_007,-0.0026185,4.33898e-19,-0.0026185,-0.0026185,-0.0026185,-0.0026185,9.82237e-26,2.18529e-24,-1.4502e-34,6.64913e-23,2.28351e-24,-2.08707e-24,0.0026185
C_MW9_008,0.0087571,3.47118e-18,0.0087571,0.0087571,0.0087571,0.0087571,2.40447e-25,5.29173e-24,-6.38228e-32,1.60787e-22,5.53218e-24,-5.05128e-24,0.0087571
C_MW9_009,0.004033,8.67796e-18,0.004033,0.004033,0.004033,0.004033,5.25028e-25,1.14052e-23,-4.0539e-31,3.45874e-22,1.19303e-23,-1.08802e-23,0.004033
C_MW9_010,-0.0009754,6.29152e-18,-0.0009754,-0.0009754,-0.0009754,-0.0009754,1.01798e-24,2.1682e-23,-5.39358e-28,6.55138e-22,2.27e-23,-2.0664e-23,0.0009754
C_MW9_011,-0.0081171,1.73559e-18,-0.0081171,-0.0081171,-0.0081171,-0.0081171,1.74213e-24,3.60398e-23,-3.28659e-27,1.08209e-21,3.77819e-23,-3.42977e-23,0.0081171
C_MW9_012,-0.003547,9.11186e-18,-0.003547,-0.003547,-0.003547,-0.003547,2.52919e-24,4.96243e-23,-1.25929e-26,1.46853e-21,5.21535e-23,-4.70951e-23,0.003547
C_MW9_013,-0.011701,2.95051e-17,-0.011701,-0.011701,-0.011701,-0.011701,2.68898e-24,4.56754e-23,-4.01825e-25,1.26483e-21,4.83644e-23,-4.29864e-23,0.011701
C_MW9_014,0.0085563,4.16542e-17,0.0085563,0.0085563,0.0085563,0.0085563,5.88392e-25,2.98809e-23,-7.18272e-22,4.34359e-22,3.04693e-23,-2.92925e-23,0.0085563
C_MW9_015,0.0051167,1.64881e-17,0.0051167,0.0051167,0.0051167,0.0051167,-6.95216e-24,2.15957e-22,-6.72835e-21,3.88573e-22,2.09005e-22,-2.22909e-22,0.0051167
C_MW9_016,-0.009434,8.67796e-18,-0.009434,-0.009434,-0.009434,-0.009434,-2.54879e-23,6.66713e-22,-2.06541e-20,4.5419e-22,6.41225e-22,-6.92201e-22,0.009434
C_MW9_017,-0.0065059,1.90915e-17,-0.0065059,-0.0065059,-0.0065059,-0.0065059,-6.3523e-23,1.56462e-21,-4.82548e-20,3.97403e-22,1.5011e-21,-1.62814e-21,0.0065059
C_MW9_018,-0.012786,5.38033e-17,-0.012786,-0.012786,-0.012786,-0.012786,-1.33195e-22,3.17058e-21,-9.74839e-20,1.03555e-22,3.03739e-21,-3.30378e-21,0.012786
C_MW9_019,0.0016999,8.02711e-18,0.0016999,0.0016999,0.0016999,0.0016999,-2.49947e-22,5.7932e-21,-1.77653e-19,4.10471e-23,5.54325e-21,-6.04315e-21,0.0016999
C_MW9_020,0.0061285,1.73559e-18,0.0061285,0.0061285,0.0061285,0.0061285,-4.36005e-22,9.85568e-21,-3.01428e-19,1.55787e-24,9.41968e-21,-1.02917e-20,0.0061285
C_MW9_021,-0.0086016,1.04135e-17,-0.0086016,-0.0086016,-0.0086016,-0.0086016,-7.22809e-22,1.59379e-20,-4.86084e-19,2.78992e-25,1.52151e-20,-1.66607e-20,0.0086016
C_MW9_022,-0.0041012,1.99593e-17,-0.0041012,-0.0041012,-0.0041012,-0.0041012,-1.15394e-21,2.48347e-20,-7.553e-19,4.82385e-25,2.36807e-20,-2.59886e-20,0.0041012
C_MW9_023,0.0039515,1.12813e-17,0.0039515,0.0039515,0.0039515,0.0039515,-1.79423e-21,3.78103e-20,-1.14745e-18,7.99498e-25,3.6016e-20,-3.96045e-20,0.0039515
C_MW9_024,-0.016081,1.00664e-16,-0.016081,-0.016081,-0.016081,-0.016081,-2.73949e-21,5.67652e-20,-1.7205e-18,1.26552e-24,5.40257e-20,-5.95047e-20,0.016081
C_MW9_025,0.0025568,9.11186e-18,0.0025568,0.0025568,0.0025568,0.0025568,-4.12239e-21,8.41746e-20,-2.54865e-18,1.90553e-24,8.00522e-20,-8.8297e-20,0.0025568
C_MW9_026,0.015735,5.90101e-17,0.015735,0.015735,0.015735,0.015735,-6.10163e-21,1.22892e-19,-3.71731e-18,2.72434e-24,1.16791e-19,-1.28994e-19,0.015735
C_MW9_027,0.016317,0,0.016317,0.016317,0.016317,0.016317,-8.90045e-21,1.77502e-19,-5.36806e-18,3.7051e-24,1.68602e-19,-1.86403e-19,0.016317
C_MW9_028,-0.0010229,4.98983e-18,-0.0010229,-0.0010229,-0.0010229,-0.0010229,-1.29389e-20,2.56981e-19,-7.77705e-18,5.84002e-24,2.44042e-19,-2.6992e-19,0.0010229
C_MW9_029,-0.0001779,1.05763e-18,-0.0001779,-0.0001779,-0.0001779,-0.0001779,-1.81727e-20,3.57415e-19,-1.08115e-17,1.66562e-21,3.39242e-19,-3.75588e-19,0.0001779
C_MW9_030,0.0076962,1.47525e-17,0.0076962,0.0076962,0.0076962,0.0076962,-2.43609e-20,4.68067e-19,-1.41118e-17,5.87962e-21,4.43706e-19,-4.92428e-19,0.0076962
C_MW9_031,0.0069395,4.2522e-17,0.0069395,0.0069395,0.0069395,0.0069395,-3.2524e-20,6.15013e-19,-1.85083e-17,1.33522e-20,5.82489e-19,-6.47537e-19,0.0069395
C_MW9_032,0.014862,4.6861e-17,0.014862,0.014862,0.014862,0.014862,-4.32067e-20,8.05856e-19,-2.42063e-17,2.66733e-20,7.62649e-19,-8.49063e-19,0.014862
C_MW9_033,0.002911,2.60339e-18,0.002911,0.002911,0.002911,0.002911,-5.63816e-20,1.02831e-18,-3.07392e-17,5.07662e-20,9.71933e-19,-1.0847e-18,0.002911
C_MW9_034,0.0038216,1.34508e-17,0.0038216,0.0038216,0.0038216,0.0038216,-7.20586e-20,1.26758e-18,-3.74984e-17,9.4472e-20,1.19552e-18,-1.33964e-18,0.0038216
C_MW9_035,0.0037822,2.1261e-17,0.0037822,0.0037822,0.0037822,0.0037822,-8.99177e-20,1.50671e-18,-4.38129e-17,1.73235e-19,1.41679e-18,-1.59662e-18,0.0037822
C_MW9_036,0.017212,1.14549e-16,0.017212,0.017212,0.017212,0.017212,-1.05448e-19,1.60743e-18,-4.45978e-17,2.99434e-19,1.50198e-18,-1.71288e-18,0.017212
C_MW9_037,-0.0085913,2.95051e-17,-0.0085913,-0.0085913,-0.0085913,-0.0085913,-1.21196e-19,1.65548e-18,-4.16317e-17,4.98908e-19,1.53429e-18,-1.77668e-18,0.0085913
C_MW9_038,0.013373,5.38033e-17,0.013373,0.013373,0.013373,0.013373,-1.27973e-19,1.53524e-18,-3.02439e-17,8.03712e-19,1.40726e-18,-1.66321e-18,0.013373
C_MW9_039,0.0033256,6.07457e-18,0.0033256,0.0033256,0.0033256,0.0033256,-1.28156e-19,1.48108e-18,-2.53248e-17,1.26895e-18,1.35293e-18,-1.60924e-18,0.0033256
C_MW9_040,0.0039055,9.11186e-18,0.0039055,0.0039055,0.0039055,0.0039055,-1.36619e-19,1.75178e-18,-2.83573e-17,7.75523e-18,1.61516e-18,-1.8884e-18,0.0039055
C_MW9_041,-0.0070446,3.64474e-17,-0.0070446,-0.0070446,-0.0070446,-0.0070446,-1.33271e-19,2.41203e-18,-3.34306e-17,3.88621e-17,2.27876e-18,-2.5453e-18,0.0070446
C_MW9_042,0.0007552,1.95254e-18,0.0007552,0.0007552,0.0007552,0.0007552,-9.6165e-20,4.18502e-18,-3.74161e-17,1.0617e-16,4.08885e-18,-4.28118e-18,0.0007552
C_MW9_043,-0.0075935,1.90915e-17,-0.0075935,-0.0075935,-0.0075935,-0.0075935,3.80374e-20,9.12508e-18,-4.75031e-17,2.70722e-16,9.16312e-18,-9.08704e-18,0.0075935
C_MW9_044,-0.024255,8.33084e-17,-0.024255,-0.024255,-0.024255,-0.024255,3.65796e-19,2.02974e-17,-5.97453e-17,6.26378e-16,2.06632e-17,-1.99316e-17,0.024255
C_MW9_045,0.0035238,1.82237e-17,0.0035238,0.0035238,0.0035238,0.0035238,9.96273e-19,4.05389e-17,-7.41146e-17,1.26361e-15,4.15352e-17,-3.95426e-17,0.0035238
C_MW9_046,-0.011977,6.07457e-17,-0.011977,-0.011977,-0.011977,-0.011977,2.31906e-18,8.17951e-17,-8.79584e-17,2.55829e-15,8.41142e-17,-7.94761e-17,0.011977
C_MW9_047,0.0017038,1.95254e-18,0.0017038,0.0017038,0.0017038,0.0017038,4.60035e-18,1.5078e-16,-9.94223e-17,4.72047e-15,1.5538e-16,-1.4618e-16,0.0017038
C_MW9_048,-0.011616,4.16542e-17,-0.011616,-0.011616,-0.011616,-0.011616,8.35399e-18,2.6308e-16,-1.1047e-16,8.2391e-15,2.71434e-16,-2.54726e-16,0.011616
C_MW9_049,-0.0024094,5.20677e-18,-0.0024094,-0.0024094,-0.0024094,-0.0024094,1.4518e-17,4.44012e-16,-1.32569e-16,1.39063e-14,4.5853e-16,-4.29494e-16,0.0024094
C_MW9_050,-0.0027612,1.6922e-17,-0.0027612,-0.0027612,-0.0027612,-0.0027612,2.41115e-17,7.22508e-16,-1.56836e-16,2.26275e-14,7.46619e-16,-6.98396e-16,0.0027612
C_MW9_051,-0.015755,3.12406e-17,-0.015755,-0.015755,-0.015755,-0.015755,3.85962e-17,1.13975e-15,-1.79616e-16,3.56917e-14,1.17835e-15,-1.10116e-15,0.015755
C_MW9_052,0.0012895,8.67796e-19,0.0012895,0.0012895,0.0012895,0.0012895,6.04098e-17,1.76259e-15,-2.01519e-16,5.51896e-14,1.823e-15,-1.70218e-15,0.0012895
C_MW9_053,-0.004687,1.12813e-17,-0.004687,-0.004687,-0.004687,-0.004687,9.27474e-17,2.67879e-15,-2.17065e-16,8.38674e-14,2.77154e-15,-2.58605e-15,0.004687
C_MW9_054,-0.022235,4.85966e-17,-0.022235,-0.022235,-0.022235,-0.022235,1.40466e-16,4.02154e-15,-2.23633e-16,1.2589e-13,4.162e-15,-3.88107e-15,0.022235
C_MW9_055,0.018986,4.51254e-17,0.018986,0.018986,0.018986,0.018986,2.10329e-16,5.97188e-15,-2.14088e-16,1.86919e-13,6.18221e-15,-5.76155e-15,0.018986
C_MW9_056,0.005982,1.56203e-17,0.005982,0.005982,0.005982,0.005982,3.11579e-16,8.77521e-15,-1.97412e-16,2.74623e-13,9.08679e-15,-8.46363e-15,0.005982
C_MW9_057,0.004709,1.30169e-17,0.004709,0.004709,0.004709,0.004709,4.57264e-16,1.27793e-14,-1.58081e-16,3.99873e-13,1.32366e-14,-1.23221e-14,0.004709
C_MW9_058,0.0015207,4.77288e-18,0.0015207,0.0015207,0.0015207,0.0015207,6.67408e-16,1.85159e-14,-1.01867e-16,5.79291e-13,1.91833e-14,-1.78485e-14,0.0015207
C_MW9_059,0.0094451,2.77695e-17,0.0094451,0.0094451,0.0094451,0.0094451,9.70583e-16,2.67445e-14,-6.05255e-17,8.36617e-13,2.77151e-14,-2.5774e-14,0.0094451
C_MW9_060,-0.0035922,2.29966e-17,-0.0035922,-0.0035922,-0.0035922,-0.0035922,1.41e-15,3.85953e-14,-4.15395e-17,1.20715e-12,4.00053e-14,-3.71853e-14,0.0035922
C_MW9_061,0.0082898,1.21491e-17,0.0082898,0.0082898,0.0082898,0.0082898,2.05168e-15,5.58146e-14,-3.79462e-17,1.74547e-12,5.78663e-14,-5.37629e-14,0.0082898
C_MW9_062,0.010499,2.60339e-17,0.010499,0.010499,0.010499,0.010499,2.99651e-15,8.10894e-14,-3.62622e-17,2.53554e-12,8.40859e-14,-7.80929e-14,0.010499
C_MW9_063,-0.0036923,8.24406e-18,-0.0036923,-0.0036923,-0.0036923,-0.0036923,4.38908e-15,1.18275e-13,-3.85537e-17,3.69786e-12,1.22664e-13,-1.13886e-13,0.0036923
C_MW9_064,0.0016629,6.94237e-18,0.0016629,0.0016629,0.0016629,0.0016629,6.45328e-15,1.73363e-13,-4.01561e-17,5.41968e-12,1.79816e-13,-1.66909e-13,0.0016629
C_MW9_065,0.0027055,1.6922e-17,0.0027055,0.0027055,0.0027055,0.0027055,9.53752e-15,2.55752e-13,-4.08174e-17,7.99485e-12,2.65289e-13,-2.46214e-13,0.0027055
C_MW9_066,-0.013247,7.98372e-17,-0.013247,-0.013247,-0.013247,-0.013247,1.4152e-14,3.79195e-13,-4.00853e-17,1.18533e-11,3.93347e-13,-3.65043e-13,0.013247
C_MW9_067,0.0047168,1.99593e-17,0.0047168,0.0047168,0.0047168,0.0047168,2.10725e-14,5.647e-13,-3.74769e-17,1.76519e-11,5.85772e-13,-5.43627e-13,0.0047168
C_MW9_068,0.0005529,2.49491e-18,0.0005529,0.0005529,0.0005529,0.0005529,3.14774e-14,8.44232e-13,-3.34623e-17,2.63901e-11,8.7571e-13,-8.12755e-13,0.0005529
C_MW9_069,0.01319,5.90101e-17,0.01319,0.01319,0.01319,0.01319,4.70953e-14,1.26592e-12,-2.76171e-17,3.95739e-11,1.31301e-12,-1.21882e-12,0.01319
C_MW9_070,0.0027913,1.2583e-17,0.0027913,0.0027913,0.0027913,0.0027913,7.06303e-14,1.90321e-12,-1.84266e-17,5.94997e-11,1.97384e-12,-1.83258e-12,0.0027913
C_MW9_071,-0.0074169,2.25627e-17,-0.0074169,-0.0074169,-0.0074169,-0.0074169,1.06124e-13,2.86683e-12,-1.8365e-17,8.96307e-11,2.97295e-12,-2.76071e-12,0.0074169
C_MW9_072,0.0023773,1.30169e-18,0.0023773,0.0023773,0.0023773,0.0023773,1.5942e-13,4.31674e-12,-1.88124e-17,1.34969e-10,4.47616e-12,-4.15732e-12,0.0023773
C_MW9_073,-0.0039804,4.33898e-18,-0.0039804,-0.0039804,-0.0039804,-0.0039804,2.39464e-13,6.50073e-12,-1.88248e-17,2.0327e-10,6.7402e-12,-6.26127e-12,0.0039804
C_MW9_074,-0.021998,6.24813e-17,-0.021998,-0.021998,-0.021998,-0.021998,3.58867e-13,9.79094e-12,-1.83381e-17,3.06205e-10,1.01498e-11,-9.43207e-12,0.021998
C_MW9_075,-0.00113,0,-0.00113,-0.00113,-0.00113,-0.00113,5.38529e-13,1.47597e-11,-1.71929e-17,4.6167e-10,1.52982e-11,-1.42212e-11,0.00113
C_MW9_076,-0.011684,4.51254e-17,-0.011684,-0.011684,-0.011684,-0.011684,8.10573e-13,2.23176e-11,-1.51577e-17,6.9818e-10,2.31281e-11,-2.1507e-11,0.011684
C_MW9_077,0.013265,5.38033e-17,0.013265,0.013265,0.013265,0.013265,1.21025e-12,3.34339e-11,-1.25237e-17,1.04606e-09,3.46441e-11,-3.22236e-11,0.013265
C_MW9_078,0.0039103,1.82237e-17,0.0039103,0.0039103,0.0039103,0.0039103,1.79211e-12,4.96228e-11,-8.97711e-18,1.55269e-09,5.14149e-11,-4.78307e-11,0.0039103
C_MW9_079,0.0093296,3.47118e-17,0.0093296,0.0093296,0.0093296,0.0093296,2.65961e-12,7.3847e-11,-2.04805e-17,2.31088e-09,7.65066e-11,-7.11874e-11,0.0093296
C_MW9_080,0.0042142,1.04135e-17,0.0042142,0.0042142,0.0042142,0.0042142,3.91307e-12,1.08867e-10,-9.48327e-17,3.40699e-09,1.1278e-10,-1.04954e-10,0.0042142
C_MW9_081,-0.0012587,1.30169e-18,-0.0012587,-0.0012587,-0.0012587,-0.0012587,5.73738e-12,1.59852e-10,-1.91482e-16,5.00282e-09,1.65589e-10,-1.54114e-10,0.0012587
C_MW9_082,0.0074671,1.56203e-17,0.0074671,0.0074671,0.0074671,0.0074671,8.37642e-12,2.33741e-10,-3.07129e-16,7.31571e-09,2.42118e-10,-2.25365e-10,0.00746709
C_MW9_083,-0.014327,7.81016e-17,-0.014327,-0.014327,-0.014327,-0.014327,1.21442e-11,3.39337e-10,-4.31938e-16,1.06211e-08,3.51481e-10,-3.27192e-10,0.014327
C_MW9_084,0.0084396,3.64474e-17,0.0084396,0.0084396,0.0084396,0.0084396,1.74839e-11,4.8932e-10,-5.45598e-16,1.53163e-08,5.06804e-10,-4.71836e-10,0.00843958
C_MW9_085,-0.0006365,2.82034e-18,-0.0006365,-0.0006365,-0.0006365,-0.0006365,2.4981e-11,6.99973e-10,-6.1158e-16,2.19108e-08,7.24954e-10,-6.74992e-10,0.0006365
C_MW9_086,-0.018745,6.94237e-18,-0.018745,-0.018745,-0.018745,-0.018745,3.5489e-11,9.95427e-10,-5.72773e-16,3.11601e-08,1.03092e-09,-9.59938e-10,0.018745
C_MW9_087,-0.0009704,4.44745e-18,-0.0009704,-0.0009704,-0.0009704,-0.0009704,5.01271e-11,1.40729e-09,-4.24401e-16,4.4054e-08,1.45742e-09,-1.35716e-09,0.0009704
C_MW9_088,0.0064796,1.64881e-17,0.0064796,0.0064796,0.0064796,0.0064796,7.04323e-11,1.97906e-09,-1.5988e-16,6.19539e-08,2.04949e-09,-1.90862e-09,0.00647954
C_MW9_089,-0.0040511,1.82237e-17,-0.0040511,-0.0040511,-0.0040511,-0.0040511,9.83242e-11,2.76464e-09,-1.75497e-19,8.65481e-08,2.86297e-09,-2.66632e-09,0.0040511
