name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
C_MW9_090,0.014082,4.85966e-17,0.014082,0.014082,0.014082,0.014082,1.36454e-10,3.83881e-09,-2.57625e-19,1.20177e-07,3.97527e-09,-3.70236e-09,0.0140819
C_MW9_091,0.013211,5.20677e-17,0.013211,0.013211,0.013211,0.013211,1.88224e-10,5.29724e-09,-3.70073e-21,1.65835e-07,5.48546e-09,-5.10901e-09,0.0132108
C_MW9_092,-0.0052778,7.81016e-18,-0.0052778,-0.0052778,-0.0052778,-0.0052778,2.58107e-10,7.26566e-09,-3.98068e-21,2.2746e-07,7.52376e-09,-7.00755e-09,0.0052778
C_MW9_093,-0.0068231,2.86373e-17,-0.0068231,-0.0068231,-0.0068231,-0.0068231,3.51872e-10,9.90611e-09,-4.22371e-21,3.10122e-07,1.0258e-08,-9.55424e-09,0.0068231
C_MW9_094,-0.0015358,2.16949e-18,-0.0015358,-0.0015358,-0.0015358,-0.0015358,4.77015e-10,1.34288e-08,-4.40887e-21,4.20402e-07,1.39058e-08,-1.29518e-08,0.0015358
C_MW9_095,-0.0039922,6.07457e-18,-0.0039922,-0.0039922,-0.0039922,-0.0039922,6.43082e-10,1.81013e-08,-4.51001e-21,5.66676e-07,1.87444e-08,-1.74582e-08,0.0039922
C_MW9_096,0.0076859,2.77695e-17,0.0076859,0.0076859,0.0076859,0.0076859,8.62249e-10,2.42642e-08,-4.49483e-21,7.59604e-07,2.51265e-08,-2.3402e-08,0.00768514
C_MW9_097,0.011351,7.11593e-17,0.011351,0.011351,0.011351,0.011351,1.14986e-09,3.23461e-08,-4.32372e-21,1.0126e-06,3.3496e-08,-3.11963e-08,0.01135
C_MW9_098,0.0070923,2.86373e-17,0.0070923,0.0070923,0.0070923,0.0070923,1.52519e-09,4.28842e-08,-8.27427e-21,1.34247e-06,4.44094e-08,-4.1359e-08,0.00709096
C_MW9_099,0.0073852,2.69017e-17,0.0073852,0.0073852,0.0073852,0.0073852,2.01228e-09,5.65467e-08,-1.45711e-20,1.77014e-06,5.8559e-08,-5.45345e-08,0.00738343
C_MW9_100,0.0001575,7.05084e-19,0.0001575,0.0001575,0.0001575,0.0001575,2.64091e-09,7.416e-08,-2.4598e-20,2.32145e-06,7.68009e-08,-7.15191e-08,0.000155179
C_MW10_001,-0.0005705,0,-0.0005705,-0.0005705,-0.0005705,-0.0005705,1.30061e-28,3.17602e-27,0,9.81434e-26,3.30608e-27,-3.04596e-27,0.0005705
C_MW10_002,-0.0060527,2.51661e-17,-0.0060527,-0.0060527,-0.0060527,-0.0060527,1.34201e-27,3.15367e-26,0,9.68439e-25,3.28787e-26,-3.01947e-26,0.0060527
C_MW10_003,0.023604,3.12406e-17,0.023604,0.023604,0.023604,0.023604,8.22349e-27,1.86029e-25,0,5.67046e-24,1.94253e-25,-1.77806e-25,0.023604
C_MW10_004,0.009695,3.12406e-17,0.009695,0.009695,0.009695,0.009695,3.54181e-26,7.7421e-25,0,2.34456e-23,8.09628e-25,-7.38792e-25,0.009695
C_MW10_005,0.0065361,7.81016e-18,0.0065361,0.0065361,0.0065361,0.0065361,1.25559e-25,2.67536e-24,-1.96182e-44,8.05643e-23,2.80092e-24,-2.5498e-24,0.0065361
C_MW10_006,-0.0057683,3.12406e-17,-0.0057683,-0.0057683,-0.0057683,-0.0057683,3.76532e-25,7.86275e-24,-1.48958e-42,2.35666e-22,8.23929e-24,-7.48622e-24,0.0057683
C_MW10_007,-0.014179,3.47118e-17,-0.014179,-0.014179,-0.014179,-0.014179,9.91245e-25,2.03715e-23,-1.29802e-41,6.0821e-22,2.13627e-23,-1.93802e-23,0.014179
C_MW10_008,-0.006731,2.16949e-17,-0.006731,-0.006731,-0.006731,-0.006731,2.3274e-24,4.74398e-23,-7.64086e-41,1.41427e-21,4.97672e-23,-4.51124e-23,0.006731
C_MW10_009,-0.0035662,1.47525e-17,-0.0035662,-0.0035662,-0.0035662,-0.0035662,4.89897e-24,1.00204e-22,-3.63976e-40,2.9949e-21,1.05103e-22,-9.53048e-23,0.0035662
C_MW10_010,-0.0028948,3.47118e-18,-0.0028948,-0.0028948,-0.0028948,-0.0028948,9.24404e-24,1.92946e-22,-2.40383e-39,5.80633e-21,2.0219e-22,-1.83702e-22,0.0028948
C_MW10_011,0.0069204,9.54575e-18,0.0069204,0.0069204,0.0069204,0.0069204,1.53371e-23,3.37338e-22,-1.57512e-37,1.02702e-20,3.52676e-22,-3.22001e-22,0.0069204
C_MW10_012,-0.0031307,8.24406e-18,-0.0031307,-0.0031307,-0.0031307,-0.0031307,2.12873e-23,5.30541e-22,-9.90912e-22,1.6379e-20,5.51828e-22,-5.09254e-22,0.0031307
C_MW10_013,0.0069138,3.21084e-17,0.0069138,0.0069138,0.0069138,0.0069138,2.06822e-23,7.41514e-22,-4.08725e-21,2.28297e-20,7.62196e-22,-7.20831e-22,0.0069138
C_MW10_014,0.0054951,6.94237e-18,0.0054951,0.0054951,0.0054951,0.0054951,-1.18246e-24,9.55767e-22,-1.14223e-20,2.55111e-20,9.54584e-22,-9.56949e-22,0.0054951
C_MW10_015,0.0073858,5.20677e-18,0.0073858,0.0073858,0.0073858,0.0073858,-7.43101e-23,1.5081e-21,-3.3053e-20,1.44173e-20,1.43379e-21,-1.58241e-21,0.0073858
C_MW10_016,-0.0004402,1.41017e-18,-0.0004402,-0.0004402,-0.0004402,-0.0004402,-2.50799e-22,3.51458e-21,-8.34041e-20,1.02393e-22,3.26378e-21,-3.76538e-21,0.0004402
C_MW10_017,0.0083006,2.77695e-17,0.0083006,0.0083006,0.0083006,0.0083006,-6.1888e-22,8.32735e-21,-1.80803e-19,4.04935e-23,7.70847e-21,-8.94623e-21,0.0083006
C_MW10_018,0.0021432,8.67796e-18,0.0021432,0.0021432,0.0021432,0.0021432,-1.31608e-21,1.78075e-20,-3.55968e-19,9.84306e-24,1.64914e-20,-1.91236e-20,0.0021432
C_MW10_019,0.0025491,3.90508e-18,0.0025491,0.0025491,0.0025491,0.0025491,-2.5451e-21,3.46943e-20,-7.45346e-19,8.028e-26,3.21492e-20,-3.72394e-20,0.0025491
C_MW10_020,-0.000945,1.08474e-19,-0.000945,-0.000945,-0.000945,-0.000945,-4.59166e-21,6.28156e-20,-1.41785e-18,2.00698e-31,5.82239e-20,-6.74072e-20,0.000945
C_MW10_021,-0.0005741,2.60339e-18,-0.0005741,-0.0005741,-0.0005741,-0.0005741,-7.87432e-21,1.07753e-19,-2.50518e-18,1.92911e-36,9.98789e-20,-1.15628e-19,0.0005741
C_MW10_022,0.0028715,3.90508e-18,0.0028715,0.0028715,0.0028715,0.0028715,-1.29286e-20,1.7617e-19,-4.1613e-18,2.8026e-45,1.63242e-19,-1.89099e-19,0.0028715
C_MW10_023,0.0073049,3.55796e-17,0.0073049,0.0073049,0.0073049,0.0073049,-2.04166e-20,2.76422e-19,-6.61678e-18,7.00649e-45,2.56005e-19,-2.96838e-19,0.0073049
C_MW10_024,-0.0063109,2.08271e-17,-0.0063109,-0.0063109,-0.0063109,-0.0063109,-3.11624e-20,4.18505e-19,-1.01241e-17,1.68156e-44,3.87343e-19,-4.49668e-19,0.0063109
C_MW10_025,-0.0022766,6.94237e-18,-0.0022766,-0.0022766,-0.0022766,-0.0022766,-4.62364e-20,6.15569e-19,-1.49724e-17,1.74033e-40,5.69333e-19,-6.61805e-19,0.0022766
C_MW10_026,0.0011799,5.85762e-18,0.0011799,0.0011799,0.0011799,0.0011799,-6.71346e-20,8.86069e-19,-2.15395e-17,7.13278e-40,8.18934e-19,-9.53203e-19,0.0011799
C_MW10_027,0.011606,3.47118e-18,0.011606,0.011606,0.011606,0.011606,-9.54637e-20,1.25109e-18,-3.03123e-17,1.98098e-39,1.15563e-18,-1.34655e-18,0.011606
C_MW10_028,0.0007763,3.25423e-18,0.0007763,0.0007763,0.0007763,0.0007763,-1.31104e-19,1.69249e-18,-4.0346e-17,4.7217e-39,1.56138e-18,-1.82359e-18,0.0007763
C_MW10_029,0.0069574,3.73152e-17,0.0069574,0.0069574,0.0069574,0.0069574,-1.78125e-19,2.27547e-18,-5.37008e-17,7.50888e-34,2.09735e-18,-2.4536e-18,0.0069574
C_MW10_030,0.0097149,3.64474e-17,0.0097149,0.0097149,0.0097149,0.0097149,-2.44746e-19,3.13393e-18,-7.48122e-17,3.65578e-33,2.88919e-18,-3.37868e-18,0.0097149
C_MW10_031,0.0009711,2.06101e-18,0.0009711,0.0009711,0.0009711,0.0009711,-3.21664e-19,4.02864e-18,-9.34066e-17,1.03901e-32,3.70698e-18,-4.3503e-18,0.0009711
C_MW10_032,0.016069,2.42983e-17,0.016069,0.016069,0.016069,0.016069,-4.24159e-19,5.30446e-18,-1.23622e-16,2.46578e-32,4.88031e-18,-5.72862e-18,0.016069
C_MW10_033,-0.0088311,1.90915e-17,-0.0088311,-0.0088311,-0.0088311,-0.0088311,-5.64593e-19,7.18525e-18,-1.7012e-16,1.13148e-18,6.62065e-18,-7.74984e-18,0.0088311
C_MW10_034,-0.012624,5.72745e-17,-0.012624,-0.012624,-0.012624,-0.012624,-7.51088e-19,9.5511e-18,-2.27402e-16,3.48942e-18,8.80001e-18,-1.03022e-17,0.012624
C_MW10_035,-0.010541,4.85966e-17,-0.010541,-0.010541,-0.010541,-0.010541,-9.5899e-19,1.1946e-17,-2.75398e-16,4.24699e-18,1.0987e-17,-1.2905e-17,0.010541
C_MW10_036,-0.0075086,1.21491e-17,-0.0075086,-0.0075086,-0.0075086,-0.0075086,-1.16356e-18,1.37055e-17,-2.7058e-16,3.87867e-31,1.2542e-17,-1.48691e-17,0.0075086
C_MW10_037,-0.005132,5.20677e-18,-0.005132,-0.005132,-0.005132,-0.005132,-1.33353e-18,1.51577e-17,-3.30168e-16,7.03483e-31,1.38241e-17,-1.64912e-17,0.005132
C_MW10_038,-0.0021386,6.94237e-18,-0.0021386,-0.0021386,-0.0021386,-0.0021386,-1.45093e-18,1.80323e-17,-4.50977e-16,1.24568e-30,1.65814e-17,-1.94832e-17,0.0021386
C_MW10_039,0.0041102,2.77695e-17,0.0041102,0.0041102,0.0041102,0.0041102,-1.43671e-18,2.48065e-17,-5.82024e-16,3.17177e-16,2.33698e-17,-2.62432e-17,0.0041102
C_MW10_040,-0.004097,1.21491e-17,-0.004097,-0.004097,-0.004097,-0.004097,-9.68539e-19,4.22616e-17,-6.87933e-16,1.0227e-15,4.1293e-17,-4.32301e-17,0.004097
C_MW10_041,-0.0047857,1.12813e-17,-0.0047857,-0.0047857,-0.0047857,-0.0047857,5.02582e-19,8.63626e-17,-7.46678e-16,2.5344e-15,8.68652e-17,-8.586e-17,0.0047857
C_MW10_042,0.006232,1.21491e-17,0.006232,0.006232,0.006232,0.006232,3.81247e-18,1.80187e-16,-7.81175e-16,5.54245e-15,1.83999e-16,-1.76374e-16,0.006232
C_MW10_043,-0.0012281,4.98983e-18,-0.0012281,-0.0012281,-0.0012281,-0.0012281,1.03367e-17,3.55001e-16,-8.03303e-16,1.10428e-14,3.65338e-16,-3.44665e-16,0.0012281
C_MW10_044,0.0026838,4.77288e-18,0.0026838,0.0026838,0.0026838,0.0026838,2.19045e-17,6.56163e-16,-7.49059e-16,2.04542e-14,6.78068e-16,-6.34259e-16,0.0026838
C_MW10_045,-0.0036893,6.07457e-18,-0.0036893,-0.0036893,-0.0036893,-0.0036893,4.37925e-17,1.22415e-15,-5.44502e-16,3.81963e-14,1.26794e-15,-1.18035e-15,0.0036893
C_MW10_046,-0.012237,3.12406e-17,-0.012237,-0.012237,-0.012237,-0.012237,8.19815e-17,2.19364e-15,-1.06038e-16,6.84553e-14,2.27562e-15,-2.11166e-15,0.012237
C_MW10_047,-0.0001207,5.15254e-19,-0.0001207,-0.0001207,-0.0001207,-0.0001207,1.47561e-16,3.83989e-15,-1.1773e-16,1.19789e-13,3.98745e-15,-3.69233e-15,0.0001207
C_MW10_048,-0.000773,2.71186e-18,-0.000773,-0.000773,-0.000773,-0.000773,2.59631e-16,6.61926e-15,-1.23647e-16,2.06385e-13,6.87889e-15,-6.35963e-15,0.000773
C_MW10_049,0.0040371,5.20677e-18,0.0040371,0.0040371,0.0040371,0.0040371,4.47214e-16,1.12903e-14,-1.37469e-16,3.51944e-13,1.17375e-14,-1.08431e-14,0.0040371
C_MW10_050,0.0003916,2.27796e-18,0.0003916,0.0003916,0.0003916,0.0003916,7.61187e-16,1.91253e-14,-1.48336e-16,5.96101e-13,1.98865e-14,-1.83641e-14,0.0003916
C_MW10_051,-0.0077392,2.95051e-17,-0.0077392,-0.0077392,-0.0077392,-0.0077392,1.28132e-15,3.21922e-14,-1.54522e-16,1.00341e-12,3.34735e-14,-3.09108e-14,0.0077392
C_MW10_052,0.014882,3.99186e-17,0.014882,0.014882,0.014882,0.014882,2.14498e-15,5.39918e-14,-1.53573e-16,1.68303e-12,5.61368e-14,-5.18468e-14,0.014882
C_MW10_053,-0.011825,2.25627e-17,-0.011825,-0.011825,-0.011825,-0.011825,3.57698e-15,9.04436e-14,-1.43258e-16,2.81982e-12,9.40206e-14,-8.68666e-14,0.011825
C_MW10_054,-0.01822,1.73559e-17,-0.01822,-0.01822,-0.01822,-0.01822,5.95361e-15,1.51493e-13,-1.27691e-16,4.72443e-12,1.57447e-13,-1.4554e-13,0.01822
C_MW10_055,-0.0062531,3.03729e-17,-0.0062531,-0.0062531,-0.0062531,-0.0062531,9.90163e-15,2.53914e-13,-9.55529e-17,7.92092e-12,2.63816e-13,-2.44013e-13,0.0062531
C_MW10_056,-0.0051199,1.21491e-17,-0.0051199,-0.0051199,-0.0051199,-0.0051199,1.64662e-14,4.25937e-13,-3.51614e-17,1.32916e-11,4.42403e-13,-4.09471e-13,0.0051199
C_MW10_057,0.0050251,1.90915e-17,0.0050251,0.0050251,0.0050251,0.0050251,2.73826e-14,7.14673e-13,-3.12913e-17,2.2309e-11,7.42056e-13,-6.8729e-13,0.0050251
C_MW10_058,-0.0055972,2.86373e-17,-0.0055972,-0.0055972,-0.0055972,-0.0055972,4.5503e-14,1.19839e-12,-2.20543e-17,3.74201e-11,1.2439e-12,-1.15289e-12,0.0055972
C_MW10_059,5.64e-05,1.22034e-19,5.64e-05,5.64e-05,5.64e-05,5.64e-05,7.55145e-14,2.00627e-12,-1.16801e-17,6.26634e-11,2.08179e-12,-1.93076e-12,5.63999e-05
C_MW10_060,0.00238,3.03729e-18,0.00238,0.00238,0.00238,0.00238,1.25022e-13,3.34902e-12,-1.03794e-17,1.04627e-10,3.47404e-12,-3.22399e-12,0.00238
C_MW10_061,0.0068126,3.8183e-17,0.0068126,0.0068126,0.0068126,0.0068126,2.06873e-13,5.58439e-12,-1.10188e-17,1.74499e-10,5.79127e-12,-5.37752e-12,0.0068126
C_MW10_062,-0.016014,8.33084e-17,-0.016014,-0.016014,-0.016014,-0.016014,3.40937e-13,9.26539e-12,-1.14332e-17,2.89571e-10,9.60632e-12,-8.92445e-12,0.016014
C_MW10_063,0.0023587,4.33898e-19,0.0023587,0.0023587,0.0023587,0.0023587,5.57069e-13,1.52182e-11,-1.15125e-17,4.75669e-10,1.57752e-11,-1.46611e-11,0.0023587
C_MW10_064,-0.012147,1.73559e-17,-0.012147,-0.012147,-0.012147,-0.012147,9.03883e-13,2.47941e-11,-1.13068e-17,7.75044e-10,2.5698e-11,-2.38902e-11,0.012147
C_MW10_065,0.010914,5.03322e-17,0.010914,0.010914,0.010914,0.010914,1.45742e-12,4.01078e-11,-1.06238e-17,1.25381e-09,4.15652e-11,-3.86503e-11,0.010914
C_MW10_066,-0.0075782,3.47118e-18,-0.0075782,-0.0075782,-0.0075782,-0.0075782,2.33073e-12,6.43058e-11,-9.22832e-18,2.01034e-09,6.66365e-11,-6.1975e-11,0.0075782
C_MW10_067,-0.0068492,0,-0.0068492,-0.0068492,-0.0068492,-0.0068492,3.70233e-12,1.02315e-10,-6.85859e-18,3.19864e-09,1.06017e-10,-9.86127e-11,0.0068492
C_MW10_068,0.0050369,1.73559e-17,0.0050369,0.0050369,0.0050369,0.0050369,5.83902e-12,1.61552e-10,-3.35896e-18,5.05056e-09,1.67391e-10,-1.55713e-10,0.00503689
C_MW10_069,-0.0003399,1.62712e-19,-0.0003399,-0.0003399,-0.0003399,-0.0003399,9.1404e-12,2.53106e-10,-1.8593e-18,7.91279e-09,2.62246e-10,-2.43966e-10,0.0003399
C_MW10_070,-0.0010286,3.68813e-18,-0.0010286,-0.0010286,-0.0010286,-0.0010286,1.41842e-11,3.92752e-10,-1.98317e-18,1.22782e-08,4.06936e-10,-3.78568e-10,0.0010286
C_MW10_071,0.0068624,7.81016e-18,0.0068624,0.0068624,0.0068624,0.0068624,2.18687e-11,6.05269e-10,-2.18804e-18,1.89213e-08,6.27138e-10,-5.834e-10,0.00686238
C_MW10_072,-0.0049431,1.90915e-17,-0.0049431,-0.0049431,-0.0049431,-0.0049431,3.35379e-11,9.27373e-10,-2.3847e-18,2.89892e-08,9.6091e-10,-8.93835e-10,0.0049431
C_MW10_073,-0.0060965,3.21084e-17,-0.0060965,-0.0060965,-0.0060965,-0.0060965,5.10655e-11,1.4106e-09,-2.56327e-18,4.40927e-08,1.46167e-09,-1.35954e-09,0.0060965
C_MW10_074,0.0099647,1.38847e-17,0.0099647,0.0099647,0.0099647,0.0099647,7.71438e-11,2.12792e-09,-2.71198e-18,6.65107e-08,2.20507e-09,-2.05078e-09,0.00996463
C_MW10_075,-0.0054803,2.08271e-17,-0.0054803,-0.0054803,-0.0054803,-0.0054803,1.15595e-10,3.18266e-09,-2.81767e-18,9.94703e-08,3.29826e-09,-3.06707e-09,0.0054803
C_MW10_076,0.0017775,8.67796e-18,0.0017775,0.0017775,0.0017775,0.0017775,1.71826e-10,4.72003e-09,-2.86481e-18,1.47505e-07,4.89186e-09,-4.5482e-09,0.00177735
C_MW10_077,-0.012138,6.07457e-17,-0.012138,-0.012138,-0.012138,-0.012138,2.53356e-10,6.9421e-09,-2.83562e-18,2.16924e-07,7.19546e-09,-6.68875e-09,0.012138
C_MW10_078,-0.0002708,1.19322e-18,-0.0002708,-0.0002708,-0.0002708,-0.0002708,3.70575e-10,1.01251e-08,-2.70479e-18,3.16346e-07,1.04956e-08,-9.75448e-09,0.0002708
C_MW10_079,-0.0031794,1.95254e-17,-0.0031794,-0.0031794,-0.0031794,-0.0031794,5.37916e-10,1.46505e-08,-2.44222e-18,4.57676e-07,1.51884e-08,-1.41126e-08,0.0031794
C_MW10_080,0.0037497,1.04135e-17,0.0037497,0.0037497,0.0037497,0.0037497,7.74932e-10,2.10327e-08,-2.00282e-18,6.56957e-07,2.18077e-08,-2.02578e-08,0.00374904
C_MW10_081,0.021935,3.8183e-17,0.021935,0.021935,0.021935,0.021935,1.10816e-09,2.99645e-08,-1.35116e-18,9.35787e-07,3.10727e-08,-2.88564e-08,0.0219341
C_MW10_082,-0.01901,3.12406e-17,-0.01901,-0.01901,-0.01901,-0.01901,1.57308e-09,4.23669e-08,-8.21019e-19,1.32287e-06,4.394e-08,-4.07938e-08,0.01901
C_MW10_083,-0.0096559,0,-0.0096559,-0.0096559,-0.0096559,-0.0096559,2.2171e-09,5.94599e-08,-8.62832e-19,1.85622e-06,6.1677e-08,-5.72428e-08,0.0096559
C_MW10_084,-0.0032786,3.47118e-18,-0.0032786,-0.0032786,-0.0032786,-0.0032786,3.10268e-09,8.28386e-08,-8.93733e-19,2.5855e-06,8.59413e-08,-7.97359e-08,0.0032786
C_MW10_085,0.0013468,2.16949e-18,0.0013468,0.0013468,0.0013468,0.0013468,4.31202e-09,1.14586e-07,-9.09503e-19,3.57554e-06,1.18898e-07,-1.10274e-07,0.00134322
C_MW10_086,-0.014426,5.55389e-17,-0.014426,-0.014426,-0.014426,-0.014426,5.95191e-09,1.57384e-07,-9.05212e-19,4.90978e-06,1.63336e-07,-1.51432e-07,0.014426
C_MW10_087,-0.0004943,1.19322e-18,-0.0004943,-0.0004943,-0.0004943,-0.0004943,8.1609e-09,2.14686e-07,-8.75246e-19,6.69555e-06,2.22847e-07,-2.06525e-07,0.0004943
C_MW10_088,-0.0082378,2.25627e-17,-0.0082378,-0.0082378,-0.0082378,-0.0082378,1.11161e-08,2.90858e-07,-8.14077e-19,9.06848e-06,3.01974e-07,-2.79742e-07,0.0082378
C_MW10_089,0.0006483,1.62712e-18,0.0006483,0.0006483,0.0006483,0.0006483,1.50441e-08,3.91437e-07,-7.15728e-19,1.22005e-05,4.06481e-07,-3.76392e-07,0.0006361
C_MW10_090,-0.0093254,1.73559e-18,-0.0093254,-0.0093254,-0.0093254,-0.0093254,2.02313e-08,5.23333e-07,-5.73151e-19,1.63058e-05,5.43564e-07,-5.03101e-07,0.0093254
C_MW10_091,0.027548,1.07607e-16,0.027548,0.027548,0.027548,0.027548,2.70384e-08,6.95172e-07,-3.77433e-19,2.16519e-05,7.22211e-07,-6.68134e-07,0.0275263
C_MW10_092,0.0020726,1.21491e-17,0.0020726,0.0020726,0.0020726,0.0020726,3.59147e-08,9.1755e-07,-1.16929e-19,2.85666e-05,9.53464e-07,-8.81635e-07,0.00204403
C_MW10_093,0.0069819,1.12813e-17,0.0069819,0.0069819,0.0069819,0.0069819,4.7419e-08,1.20351e-06,-5.26069e-20,3.74534e-05,1.25093e-06,-1.15609e-06,0.00694445
C_MW10_094,-0.023049,1.00664e-16,-0.023049,-0.023049,-0.023049,-0.023049,6.22395e-08,1.56887e-06,-4.5421e-20,4.88006e-05,1.63111e-06,-1.50663e-06,0.023049
C_MW10_095,-0.0080449,3.8183e-17,-0.0080449,-0.0080449,-0.0080449,-0.0080449,8.12217e-08,2.03284e-06,-3.48741e-20,6.32009e-05,2.11407e-06,-1.95162e-06,0.0080449
C_MW10_096,-0.0016745,2.60339e-18,-0.0016745,-0.0016745,-0.0016745,-0.0016745,1.0539e-07,2.61835e-06,-2.02239e-20,8.13599e-05,2.72374e-06,-2.51295e-06,0.0016745
C_MW10_097,0.01681,1.73559e-17,0.01681,0.01681,0.01681,0.01681,1.3599e-07,3.35282e-06,-8.06836e-21,0.000104121,3.48881e-06,-3.21683e-06,0.0167059
C_MW10_098,-0.0082853,2.42983e-17,-0.0082853,-0.0082853,-0.0082853,-0.0082853,1.74506e-07,4.26849e-06,-7.82478e-21,0.000132474,4.44299e-06,-4.09398e-06,0.0082853
C_MW10_099,0.0036938,8.24406e-18,0.0036938,0.0036938,0.0036938,0.0036938,2.22727e-07,5.40349e-06,-7.29124e-21,0.000167585,5.62622e-06,-5.18076e-06,0.00352621
C_MW10_100,-0.0089412,1.56203e-17,-0.0089412,-0.0089412,-0.0089412,-0.0089412,2.82766e-07,6.80201e-06,-6.39428e-21,0.000210805,7.08478e-06,-6.51925e-06,0.0089412
