group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
k_m,0,0,0,00,0,0,0
z,2718.9,83.9128,0,00,0,99.1007,2.3846
z_aa,0,0,0,00,0,0,0
sill_m,0,0,0,00,0,0,0
range_m,22.2607,96.3445,0,00,0,0.499752,0.0149421
af_m,30.4865,93.0401,0,00,0,0.508794,0.050942
aa_m,2744.99,91.8786,0,00,0,47.4473,0.135445
k,0,0,0,00,0,0,0
