iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
0,300,886497,463343,104916,2.67756e+06,682567,213222,1.13792e+06,649288,351453,900290,634812,1.60872e+06,2.17835e+06,897786,1.74969e+06,551965,769339,308634,1.2308e+06,621970,2.08376e+06,465237,684220,562750,554203,687980,400231,876804,577868,1.22615e+06,620062,1.29605e+06,584238,675236,384651,1.0198e+06,669419,1.15562e+06,998930,1.60616e+06,670845,1.08665e+06,1.16541e+06,640831,1.08619e+06,326748,849562,943822,1.00326e+06,1.25194e+06,994477,935933,539157,602084,1.08064e+06,1.08366e+06,663581,634124,1.76639e+06,955765,316702,940065,1.29308e+06,1.84093e+06,575852,1.03117e+06,1.0487e+06,1.51448e+06,388294,1.68788e+06,729127,591780,1.11517e+06,616156,609325,1.15106e+06,685691,118437,1.14719e+06,273761,1.45165e+06,672836,178520,1.42761e+06,1.38562e+06,1.11662e+06,430599,518652,661083,474578,1.14035e+06,1.41355e+06,1.55334e+06,1.00944e+06,764911,705371,734399,816202,633629,1.17495e+06,633370,1.23656e+06,2.39296e+06,601635,160421,1.0372e+06,710663,1.12617e+06,315965,297903,813447,212904,1.28175e+06,444343,599912,932864,516407,2.46949e+06,774518,1.06519e+06,591302,1.01874e+06,581761,696884,1.35048e+06,512869,455753,824642,1.10558e+06,1.30202e+06,1.06749e+06,253765,217094,1.58338e+06,857525,275052,281105,504779,946762,662765,976967,645053,478203,1.53005e+06,723369,1.0478e+06,636373,1.39607e+06,1.2004e+06,1.17317e+06,1.56011e+06,1.3453e+06,649804,376478,351641,197001,326242,1.21627e+06,683720,741349,1.21941e+06,2.67756e+06,1.82589e+06,620410,747723,1.18702e+06,846496,1.39109e+06,1.75777e+06,1.14849e+06,1.21389e+06,488076,927953,1.47555e+06,695650,761157,296544,572130,313629,381350,193946,625964,536506,780047,1.85285e+06,1.6181e+06,572875,1.09961e+06,1.69807e+06,1.01142e+06,893392,969064,629622,1.35888e+06,1.41331e+06,133407,506333,1.46022e+06,918548,1.13708e+06,1.90164e+06,786068,953845,457041,1.3891e+06,761231,878734,704130,580346,893104,127999,441907,591006,1.16226e+06,559152,1.48549e+06,1.51793e+06,667065,888150,864470,1.06756e+06,332021,1.52014e+06,880507,985350,1.14863e+06,558591,405729,1.14197e+06,543339,614022,2.15874e+06,1.27788e+06,585057,1.05699e+06,184504,511663,1.20168e+06,1.99905e+06,876917,1.06701e+06,650065,906630,1.34803e+06,634668,1.70705e+06,134103,957845,901668,1.21677e+06,874755,1.43404e+06,1.43917e+06,360517,1.02435e+06,840247,711925,1.24662e+06,130029,792325,1.05878e+06,359147,496279,895650,641495,1.59451e+06,1.11687e+06,731771,1.4112e+06,626088,2.25418e+06,346695,957471,556641,191309,104916,297928,610387,821371,847215,808161,631243,1.08715e+06,112519,547851,770986,538023,827592,853342,906094,519885,255470,749119,289432,872904,1.44273e+06,678712,1.11964e+06,963753,1.00858e+06,924628,1.87229e+06,929150,519447
1,680,246163,145062,34433,1.03477e+06,220111,133650,247131,157311,802448,162771,353088,354560,194619,149657,139288,134849,317733,334632,208213,150608,224400,357730,601658,136818,153299,183122,172896,200459,632824,1.03477e+06,373345,176541,166053,259403,78513.8,349991,91238,392765,246682,163457,116405,241209,346498,258848,254572,280689,188347,334270,452236,216045,188418,195407,129395,428648,212903,72463.8,586067,76277.9,290140,220251,274577,211468,264412,115391,182929,336300,133063,330674,113623,100714,195607,112202,118986,318559,143873,118551,496376,178305,387378,317499,101706,205181,61891,405914,114349,117093,256322,359415,207431,376097,177509,323002,92945.7,381499,551129,438566,218769,288878,76160.8,158684,77050.8,153080,235097,354017,59447.7,366403,107190,245854,349317,340631,262564,34433,264315,299648,697795,133085,321273,123302,96803.1,311513,208924,224107,318536,259475,200462,134865,259791,107115,296259,201954,183757,260487,198592,72736.9,353432,115285,138914,68170.8,169757,395918,639681,274355,125600,198105,466274,176854,244943,51212.3,132899,257365,187266,292065,364672,665425,75963.1,253630,184664,216633,545639,182305,317453,118985,102241,108429,168388,230385,154845,268859,137953,706747,197948,160766,228969,143675,149431,302745,641460,340074,481732,134421,357562,80247.6,495218,172152,186389,313381,371201,169494,462310,139470,190238,288122,265213,284459,202544,42076.2,603557,123077,130472,114255,221332,476620,237746,332465,188090,50505.4,216902,236089,183756,189612,199837,115555,137079,211765,240785,341823,355625,287110,279612,145142,302563,333635,154756,236568,301678,60999.4,87419.7,201460,91398.7,358808,102928,210375,133715,446313,163705,96454.2,164928,350063,182678,380363,123222,173178,77645.3,289758,584008,59998.9,100714,143816,473046,76437.3,91989.9,145489,171454,35933.6,299109,289147,154841,345494,124953,139174,219391,396947,280729,161735,241177,270946,540911,224480,362021,205568,134793,286910,265938,602038,152658,218222,170152,440033,305401,245996,229744,155586,160293,290351,221092,59615.8,380591,226313,79937.9,379142,311734,69200.5,232973,304486,82979.1,202969,467701,481893,398566,48813.4,125702,396324,306990,469585
2,1060,101036,59676.4,18052,416248,54442.8,81702.7,68764.5,113378,55966.3,58454.3,177588,177555,77683.9,69187.6,84353.3,119672,55573.1,64318.6,112830,62542.8,106379,51478.9,151381,27853,88737.6,84679.4,86065.6,84750.3,127985,107862,68308.5,53944.4,85283.2,197892,59687.6,119751,38845.3,126727,86082.8,82923.1,43086.8,110393,72839.7,232813,86030.7,126385,78992.1,150997,121495,112642,106720,176311,53187.9,269809,65087.4,43002.2,57251.7,69508.5,63538.8,25905.2,153179,40146.9,145998,124268,142339,202555,46557.9,104206,90975,51252.7,97878.8,124394,98398.1,127170,73395.3,68903.7,182903,104149,114559,416248,53832.7,84040.5,55485.7,50078.2,58227.3,23860.2,98527.1,136653,69582.5,104278,90631.2,111934,72605.4,76318,169486,169403,43141.7,179225,65575.3,99622.9,18879.3,92368.4,70506.8,92940.3,68527.5,83699,78967.6,136059,152140,308695,61048.5,18052,54832.5,283279,148408,94376,131966,79256,38670.8,175957,194096,85754.8,251040,158739,77234.6,76048,88511.2,68903.7,44393.4,115939,88959.1,89083.2,137597,61741,219809,89673.5,51700.9,58396.2,50798.3,132171,109724,134275,178966,67848.6,272145,59423.1,174898,28033,70988.7,97561.3,104155,133892,58972.4,154973,160984,75851.7,55726,49419.1,72863.5,216103,151645,33966.3,56714.2,83111.4,60065.1,113365,27129.3,55020.7,69922.5,249731,23952.1,60256.6,101356,56757.8,92701.2,62250.7,168584,142167,173372,163451,149097,48831.9,47702.9,72273.9,32645.3,41955.8,89890.2,44371.7,226711,65873.2,56073.6,219451,72876.6,48522.2,41807.9,31885.5,83361.7,102174,79293.6,34331.6,78390.5,84452.7,56250.2,187916,95895.7,25079.4,86222.4,57478.6,98761.3,63289.7,102247,64466.9,89943.8,77277.7,100472,55149.3,113829,50911.7,60597.8,128160,136370,99390.9,63757.1,93484.7,132372,35354.6,169007,89899.8,49640.9,174383,43382.7,190606,127700,117782,33201,80363.6,135556,112852,65996.3,84525.5,124885,72778.3,33270.8,50514.9,287944,55923.5,55739.6,152006,109595,40464.2,27060.4,85361.6,98125.8,31162.2,118063,51947,102734,54578.6,46267.9,58378.3,162859,133116,71210.1,157262,117336,76631.4,86653.3,193952,140073,97960.9,47812.9,161954,61258.1,111056,96212.8,123425,138072,161520,53412.7,93567.9,86677.1,72186.8,185068,81834.8,53651.5,58275.8,158672,379604,31560.2,90805.7,167263,59696.4,140891,72563,32600.6,86802.3,122222,119519,105649,60630.2,107841,274378,39999.4,268629
3,1440,43868.4,26997.5,8724.63,224297,45062.7,42295.3,47106.4,64718.8,45621.8,14406.7,29602.4,65991.4,26242.6,37525,38059.6,85458.2,46171.9,8724.63,62537.7,82005.6,30724.7,37161.5,31452.4,22078.1,107022,67867.4,52451.4,69346.2,134312,35609.4,38642.4,14790.3,58963.4,43082.1,27666.8,31140.6,27510.3,35830.2,38260.7,38597,106018,50024.7,46770,34017.2,78711.9,41316.1,40813.3,57925.5,82800.5,52405.7,36313.2,115903,75602.1,32472.3,16563.6,38009.2,11405.8,35356.1,11616.5,13213.1,72194.8,33423.3,42425.9,41959.5,25863.2,17991.7,18557.2,36214.1,68636.9,13062.5,50936.9,64016.5,21315.9,34278.3,53378.7,23194.1,35186.2,21428.7,93004.9,129681,39953.4,42854.3,72027.2,24045.3,17071.1,44052.2,29877.9,62724.9,48684.3,89969.8,52452.3,46609.8,35954.8,25062.4,42224.9,20458.4,40751.7,42735,31000.3,65413.9,24533,23288.1,33508.1,82180.2,97076.5,38585.2,54727.1,56045.9,71013.6,40404.9,24721.2,24133.3,12334.9,50445.6,74248,55510.7,103773,27754.8,15127.4,52516.3,156251,10176.7,34591.3,39747.1,56968.3,30249.5,40642.2,27032.4,20531.2,65261.1,42673.9,64273,53379.4,16231.5,47438.7,44022.7,27937.8,61146.5,45029.7,70775.1,28662.5,54564.3,26007.5,56133.4,35265.7,29398.6,52814.3,26078.2,57893.6,14594.9,20611.7,26887.2,29555.1,15246.1,75955.3,39472.5,12171.2,23825.4,38645.4,26017.1,40095.9,17518.8,21920.5,41666.1,21589.8,38862,56353.8,48455.4,13827.1,18087.2,10107.3,37101.6,40313.4,28741.9,35368.8,19322.4,85709.5,21749.3,46864.9,69260.7,98849.2,14244.2,20759.6,62581.8,23623.1,40027.1,10407.3,33857.6,45179.1,52404.1,23006.9,96538.4,65010.9,20917.4,18511.6,20876.2,27586.6,20321.6,78709.8,28853,22746.8,36898.6,14425,19800.6,48604.2,71108.1,51108.8,16270.4,54728.9,26391.9,40695.3,35618.5,23196.6,44913.3,112159,13740.6,53486.8,26442.3,30590.1,96688.1,55118.9,29620.6,19988.5,32319.6,56254.3,29567.9,63142.6,55069.3,19203,89307.5,23525.7,20606,61762.7,44428.8,17240.9,39362.1,72849.4,21778.6,18667.6,16473.3,31695,65976.5,25753.8,37860.7,96226.9,29406,32839,87860.6,69679.5,22951.2,16987,24073,61418.9,21156.9,28607.2,26792.7,55801.7,34344.5,36986.5,25491.5,39983.3,224297,28921.6,37907.2,36322.4,41513.5,68898.6,28577.2,14826,44536.4,22976.9,118871,35978,44196.9,33698.8,45843.2,32583.7,43285.6,40049.9,56245.9,41186.1,67504.9,19335.1,60951.1,69275.9,30780,25675.5,62835.4,41615.5,27227.8,120699,40571.9,36577.1,33668.7,24926.7,69907.4,28018.3,25298.5,27519.7,17959.1,106314,90327,15200.4,26587
4,1820,25294.3,17035.8,7053.72,130102,20183.6,41665.1,18947.1,71848.7,17511.1,13259.1,8415.94,27328.9,25652.1,15957.8,27596.5,30661.1,18288.9,7534.11,23616.7,35362.6,20300.7,22007.3,17469,29692.8,19544.4,41697.4,14288.5,44023.7,26575.8,36179.3,26666.3,7402.98,14671.1,21541.4,18459.2,26742.1,19895,9969.38,26627,13351.9,130102,32350.4,19590.4,18190.3,37249.7,22237.1,18577.2,51661,28458,24959.5,19473.7,60085.2,25342.1,15953.1,9061.67,65486.9,10816.8,42800.1,11736.1,10709.1,23190.8,15665.9,21544.8,34636.8,12048.4,9125.46,9052.3,13358,49869.2,9528.24,36585.6,101347,11084.4,12213.6,24522.5,23088.2,21857.3,18555,13687.3,11360.8,27951.1,45883.2,76399.9,14459.3,15475.1,13569.3,33815.2,42072.6,18021.5,26965.7,31819.1,28991.3,23311.1,16185.5,15997.3,11589,27432.1,19769.3,32294.2,13299.4,17247.2,11838.3,53667,26170.2,30344,21861.6,41001.7,14938.1,47052.6,31872.6,15879.9,52333,12643.8,15100.3,13680.2,27025.6,20261.8,16793.1,10196.1,22360.8,22845.1,8525.72,46866.2,14336.2,22064.2,20824.2,27257.8,38513.9,17945.9,18880.8,29712.8,73055.3,42543.4,39752.5,13774.9,34296.3,18865.8,92241.8,24995.9,17950,14891.7,37180.8,16217,34266.4,36025.4,14856.9,17863.1,12652.8,35972.2,13022,10136.8,10142.7,32770.4,10968.7,61868.6,30247.8,12942.3,20348,27260.3,7984.64,20932.7,10269.6,12837,41593.2,35878.9,11744.9,55920.3,47153.4,12574.5,26490.2,7053.72,37133.5,35032.4,50896.3,29473.2,14744.3,32822.4,16927.8,15198.3,22846.2,16827.9,9118.42,12407.1,33053,17883.8,33973.4,8862.66,21725.5,15210.4,15605.8,13361.6,17673.4,31727.9,13159.1,15729,15589.1,15256.4,9991.07,62982.5,16901,12318.5,21594.5,7556.57,11763.3,32379.2,58865.6,41360,10334.1,30310.6,15357.4,32450.9,68787.7,16905.4,27627.4,61321.4,8329.86,9938.25,22893.3,16073.5,34045.8,24194.1,18649.3,10250.2,19012.8,49255.7,20463.8,22360,83516.5,12333.7,11337.7,76259.2,18196.4,26711.4,25499.4,9898.95,18910.9,17194,13735.1,7281.98,8869.41,21845.7,99671.5,18072.8,23814.4,31243.5,11796.8,42367.4,43961.6,16326.9,37076.7,9604.02,13069.2,20181.5,39079.5,27902.9,14548.5,39443.7,30406,23542.1,21620.3,16133.3,28220.6,19360.9,30677.3,17569.1,31221.5,27048.1,27121.5,19765.5,19743.1,11866.7,50213,16859.6,21975.3,15759.3,16272.6,11679.8,16435.7,21827.7,21967.6,37819.3,68115.8,9172.71,18226.4,17893.6,21953.1,12608.5,9584.36,13949,20298.7,19575.7,11362.3,12373,30092.1,15775.9,15109.4,13081,10156.5,17203.2,14657,30953.5,27497.5,14015.7,22274.1
5,2200,14669.7,8094.39,5188.88,68708.2,21275.8,19657,10181.5,27451.6,25329.4,12123.7,9891.97,11979.1,12077.8,9687.58,13319.4,17243.8,18763.3,5623.24,18362.6,12983.9,9373.11,8691.52,33178.8,18795.4,10652.5,17387.6,7388.85,11438.5,17106.2,21332.9,15321.9,7176.61,15125.8,17750.1,11340.9,8999.29,29236.1,6875.51,11304.9,17147.4,10982.7,18688.5,9230.67,14592.3,14253.8,10177.2,15531,11629.3,14456.6,12626.3,15464,12510.2,37651.3,12761.3,8701.68,32053.5,15660.7,17867.1,14540.3,15618.3,18332.2,39609.9,8941.79,14568.5,11444,6277.86,11853.1,6469.4,48915.9,5973.84,10145.1,19992,12349.6,5948.08,12442.2,15015.1,18657.9,36333.9,12066.4,7750.81,15424.8,16994.2,22819,11870.3,8049.02,13263.2,9642.01,21908.6,13545,14605.1,23631.9,17405.9,20202,6711.32,15339.3,10464.7,16228.4,8023.79,11424.2,13463,19319.6,9568.55,12574.1,13056.8,9902.61,15457.2,23182.4,10389.8,19680.4,21608,11383,17738.5,14239.2,8427.72,10710.8,38904.1,10305.8,12134.4,12552.9,14840.3,11004.1,8104.42,13153.6,9782.28,8237.17,13514.9,12211.2,11556.1,10611.2,23117.4,8571.75,22922.7,17217.6,8564.91,11883.6,56293.8,11357.4,27120.5,12970.2,12623.2,7125.53,10134.3,22137.4,12837.9,27139.3,16713.5,11630.6,17563.9,11983.8,10336,5613.8,8877.88,12637.7,9830.72,19661.2,9051.94,12023,10730.4,30467.5,10711,22931.1,11080.3,12505.4,15587.8,15268.7,12118.4,42184.5,11231.6,12720.7,6065,6958.76,33432.5,14020.1,16364.1,15441.4,9299.31,15740.1,10417.7,12903.7,10732.1,10452.7,10172.1,7675.94,28246.1,11241.9,18521.4,9557.54,18398.2,9513.86,13121.4,9614.11,15487.3,15289.9,8431.63,10604.3,24163.1,10226.6,12187.6,7336,13016.8,8432.76,12072.4,7732.02,8852.17,10630.1,27838.4,19586.3,8669.79,10949.7,20798.5,12115.6,15254.6,15981.3,22703.2,16313.5,8712.64,9974.06,13358.6,7593.16,12028.1,17905.4,11712.5,8117.08,22733.8,11761.2,30005.9,32279.7,12998.5,9313.92,8276.91,18460.9,16295.8,10361.5,15501.2,7995.04,13019.2,8256.95,9405.65,7319.95,7459.01,17823.7,12807,6604.4,17138.7,12108.7,9370.09,29999.2,19388.4,9394.2,18527.5,6972.55,11438.9,8520.44,68708.2,11446.3,8746.68,7295.67,8741.4,28659.3,8993.81,13848.1,13768.6,8163.09,7931.88,9772.68,16805.6,14007.8,21047.2,10433.4,8236.08,5188.88,19030.3,17140.2,8113.57,9516.79,8569.37,15746.8,14787.4,16349.9,10202.9,8996.15,25711.2,9901.34,9541.67,9559.32,48960.2,8731.65,11274.1,12261.1,15359.3,11247.3,9810.07,9952.36,24782.8,18174,8256.61,6186.7,10628.5,13024.4,10670.2,13577.2,11912,13295.2,24037.9
6,2580,9896.66,3471.12,4888.1,27965.3,17710.9,10868.2,6795.7,19493.6,12349.8,6638.83,12616.7,11798.9,7885.99,7912.42,7908.37,12132.8,8903.71,5986.16,9904.73,11107.2,11035.3,9639.03,12736.9,8870.39,8233.22,13787.7,8413.43,7286.09,6415.95,10486,13158.4,8040.22,8925.31,17780.8,9189.05,9428.85,14932.1,5496.61,8872.21,8795.98,7961.52,6615.19,8660.9,8003.44,7679.32,6631.24,8745.55,10475.8,8729.01,6773.17,7856.29,7557.02,14091.5,5661.68,7277.22,13361.4,8518.84,12932.4,10920.4,12480.9,11337.7,12548,8058.22,9328.33,11018.9,6418.15,10190.4,6873.87,17983.4,4888.1,8868.06,13324.5,8322.48,5983.9,7991.07,7910.92,8913.37,21655.3,8475.76,8160.12,6249.95,11182.8,12879.4,8811.18,7177.38,14911.2,7009.82,14174.9,5190.72,8412.45,8825.47,8879.08,13561.3,5934.59,9765.18,8094.84,9984.98,8206.22,16137.4,9033.99,13015.9,5588.22,9423.04,10439.6,12811.9,12051.6,17452,8523.22,10219.7,10215.4,14049.6,15650.3,8505.54,5745.48,6777.42,22314.8,8689.94,7161.37,10442.5,9351.24,6799.65,6958.44,7398.69,8617.65,10397.4,9814.64,11387.8,14144.8,7714.03,12728,8459.38,15286.5,11872,5738.13,7693.18,11688.5,13325,8525.21,16674.7,7946.56,9100.08,4950.62,12273.7,14441.1,13434.2,8711.39,6563.69,9200.99,13851.8,10450.7,5327.52,9170.5,8915.35,8384.93,11001.9,5499.19,16286.6,10075.1,9076.98,9394.07,5930.8,7190.1,9565.37,11736.4,10469.9,5939.77,15636.6,7878.66,12461.9,5464.08,10390.8,13556.7,7926.67,12101.9,20841.9,8246.89,6054.13,6643.2,9586.13,10551.9,8460.08,7953.45,7445.01,8677.57,10455.9,7964.65,6058.67,9284.27,5465.62,7656.24,9586.03,11390.1,11651.4,8379.81,9132.02,18404.6,10384.2,7035.46,7779.12,10628.7,6323.85,8185.91,7632.39,7333.45,12011.6,18185.2,6665.43,7711.06,6390.03,7484.53,10135.2,8472.11,14008.8,9272.33,7746.39,8357.71,8807.05,11883.4,7807.91,8060.23,13938,9335.97,6723.17,17743.7,9486.95,16242.3,15715.7,16861.5,8639.29,8707.48,12370.5,8328.24,7071.79,8581.11,6937.67,9682.55,7265.13,9388.25,6160.54,10150.3,13154.9,11838.2,5637.95,11593.8,9048.71,7148.39,27965.3,11262,11204.2,12077.2,5421.57,5345.81,10925.4,9278.78,8612.53,6269,7889.88,10716.2,13413.3,8201.44,10036.4,9338.11,9426.78,7754.52,10096.4,10246.7,8679.61,9875.23,9344.1,6127.68,8751.53,18532.2,6559.12,7077.95,7048.77,7266.93,12797.5,7739.48,13587.8,6486.28,8205.97,15957.3,9446.88,9497.63,9541.86,25364.1,7734,11518.2,7448.67,5703.06,7523.86,13976.7,7156.03,8583.56,8042.86,7409.64,5719.4,8594.58,9444.15,10793.1,8945.67,8692.08,10812,12483.2
7,2960,8179.06,2403.42,4240.15,19278.4,8793.48,8629.01,7827.86,10254.3,12860.3,6207.22,14817.1,9329.8,7870.41,7619.15,6180.35,8192.83,7671.59,5326.78,10965.6,7890.66,7174.49,8250.46,12366.5,6007.7,10305.4,8172.87,7467.55,6121.78,6226.78,7873.92,11632.4,8586.56,9062.15,15658.7,8747.56,7097.29,13095.9,5306.68,9071.19,8435.37,8749.27,5685.78,7938.04,7805.27,5423.97,5919.12,5146.16,6985.66,5497.59,6261.51,7012.95,6427.55,6937.65,4324.11,5972.66,6537.95,6982.74,12740,9128.63,10843.1,6786.63,13599.4,7457.14,8027.97,6510.77,7501.95,8331.21,9095.59,5900.37,5021.02,6566.41,7374.36,8074.28,6574.48,5049.63,7135.68,7657.56,14784.9,7021.75,7293.95,5913.21,8447.79,7446.49,10473.4,6191.51,7862.84,6472.47,7005.05,4240.15,7081.46,7570.23,10029.6,9708.9,5336.03,8533.58,10511,8588.03,6484.05,6821.7,7334.97,13988.1,5752.41,7784.43,8037.22,11247.8,10531.6,14895.2,7827.22,12548,9784.11,14906.7,8857.14,7046.86,6198.03,7668.11,9846.63,9460.64,7166.58,11720.5,7184.31,6211.76,7134.5,6391.46,5735.52,9487.78,8537.45,7472.74,9386.55,8721.75,15632.6,6297.43,9502.26,6411.07,5021.37,5845.27,8304.48,13570.4,6835.71,6273.01,8028.9,6603.42,4407.89,11310.3,8028.66,10129,7739.69,5778,6573.09,8118.89,9438.89,6247.8,7182.97,9234.69,9546.28,6757.14,5749.27,15007.1,6280.92,6377.4,7827.39,5070.2,6923.35,12178.8,9080.15,8152.89,6888.2,8168.35,6680.39,15357.5,6014.34,7201.35,7040.27,9384.82,9646.43,7068.13,7155.96,5625.32,4966.56,9569.1,5834.68,9790.92,6365.08,6322.76,8023.81,10259.6,8668.94,6099.09,7634.29,5107.24,7150.6,6956.39,8530.4,8530.25,6286.63,7335.41,11096.2,6970.91,9755.23,7644.08,12030.9,5605.1,6401.35,7720.15,8692.28,6566.69,13725,7368.79,7889.56,6055.31,4835.68,8638.54,8785.19,10124.1,6029.5,7460.31,7515.17,12696.3,6328.72,7272.72,7334.51,6726.94,6930.12,5835.17,10467.9,7796.03,9544.02,10354.3,11191.6,7621.97,6761.92,9063.55,6779.31,6558.01,7426.57,6884.45,10972.1,7697.01,8668.9,9847.55,9245.93,9716.61,11127,8088.31,8716.38,5571.19,6346.9,12172.1,8234.66,8464.97,13247.9,6785.96,5937.83,11395.6,9564.62,7857.01,6781.41,5725.57,8279.81,9745.71,7812.95,7095.82,7788.14,7318.99,5612.12,8044.95,12154.9,6647.66,8571.41,6368.12,5997.9,8632.53,8407.51,6711.8,6571.76,6364.02,6424.79,8977.01,7974.82,10535.8,5999.6,6647.19,10049.3,8433.32,6051.81,7717.47,18348.3,6976.15,11896.5,4767.43,5526,9684.29,19278.4,7955.77,8342.94,5939.06,7695.8,5666.4,8074.82,6167.45,7137.72,8078.67,8905.56,8553.25,11241.5
8,3340,6729.96,1813.72,3388.98,20456.7,8981.43,7567.42,6130.72,8808.23,7546.82,4843.15,6871.7,9385.4,7105.32,7465.07,4921.15,7677.22,5863.12,4229.64,11439,6303.3,6175.9,7065.75,7587.4,4717.69,8691.83,6488.8,9343.38,4494.79,5301.58,9243.87,6097.6,9595.75,8481.07,7365.41,11052.8,6986.41,6862.09,4671.6,6926.61,5749.68,6433.87,4557.85,5598.22,5911.67,5056.22,5438.57,4888.13,6412.42,5403.32,6450.5,5768.01,4506.61,5132.02,5359.83,4379.6,6249.21,5751.77,6374.43,7833.34,7913.1,7782.88,5745.51,5289.39,4555.67,6668.52,7212.61,9558.5,8132.68,4298.96,4930.15,6693.12,6913.64,6040.7,7144.8,4869.22,6339.15,5976.27,14215.1,4858.29,6370.21,5692.62,7156.03,9754.3,6382.6,5571.14,5386.65,5442.87,5154.89,4135.15,6340.52,10534.4,7860.87,7532.22,5340.33,10014.2,7508.14,7277.76,5293.15,5232.99,5744.1,9881.42,5273.22,5982.77,6175.35,9500.86,7538.26,6463.28,6209.21,8752.99,9018.13,12572.9,5894.24,5944.53,5168.52,6557.62,6024.84,5986.52,7479.22,9017.09,5699.84,6254.21,6520.25,5702.28,4274.62,9911.75,8751.52,7566.1,6848.85,8629.76,6788.58,7042.05,7900.6,7214.45,5107.06,4596.38,7413.78,7317.46,6226.02,5568.6,6708.62,6395.97,3388.98,7295.99,6800.79,7006.15,8427.94,4887.96,5842.14,6069.33,8595.49,5368.2,6103.3,8795.99,5529.91,5847.63,4710.54,20456.7,5673.86,5597.94,7223.76,4973.37,5692.66,6729.76,6252.91,5760.77,5371.56,8441.3,5671.23,8876.34,5581.23,7358.67,7009.67,6612.92,8654.02,5846.74,8766.97,5802.28,4264.86,5820.51,4711.08,8043.28,5731,5695.58,7697.94,7240.22,5671.5,4649.69,6695.29,5980.36,6070.53,6284.93,7602.17,5798.83,6123.17,7227.51,8553.74,6446.03,7009.74,4538.12,10796.3,4932.34,4851.89,8116.8,7316.69,7528.53,10844.6,5560.84,6945.37,4724.24,7613.34,7506.66,6401.74,8544.13,5196.65,7768.48,8075.37,8160.53,7197.74,4581.57,6127.78,6018.95,5228.87,6420.8,7951.15,9450.27,7027.68,5888.79,5961.87,5578.97,5866.5,6085.73,4821.54,5396.75,4998.7,5774.41,4538.66,5220.58,7235.51,7218.23,10571.2,5654.63,7190.91,8414.4,5804.77,4536.51,6430.94,6459.82,6292.83,8076.8,9537.35,6108.31,6587.64,6832.78,7308.57,6486.96,4511.98,8829.16,8009.08,8433.18,8077.28,5598.23,4919.01,9102.06,6367.29,6559.2,6844.73,5870.12,8104.13,4468.57,5236.11,5052.03,6862.46,5916.53,5126.68,7847.11,6018.14,9120.95,5418.04,8153.59,6726.75,5950.02,7243.73,6586,5244.28,5569.77,9193.04,6128.89,9034,4243.64,7973.46,6363.28,12671.9,5650.9,6457.89,5918.43,5946.98,4558.38,5677.19,3466.05,6275.79,6457.08,7293.3,8193.13,8780.95
