obsnme,obsval,weight,obgnme
mw3_1473,0.91949,0.0,pconc
mw3_1474,0.92021,0.0,pconc
mw3_1475,0.92093,0.0,pconc
mw3_1476,0.92164,0.0,pconc
mw3_1477,0.92235,0.0,pconc
mw3_1478,0.92304,0.0,pconc
mw3_1479,0.92373,0.0,pconc
mw3_1480,0.92441,0.0,pconc
mw3_1481,0.92508,0.0,pconc
mw3_1482,0.92575,0.0,pconc
mw3_1483,0.92641,0.0,pconc
mw3_1484,0.92706,0.0,pconc
mw3_1485,0.92771,0.0,pconc
mw3_1486,0.92835,0.0,pconc
mw3_1487,0.92898,0.0,pconc
mw3_1488,0.92961,0.0,pconc
mw3_1489,0.93023,0.0,pconc
mw3_1490,0.93084,0.0,pconc
mw3_1491,0.93145,0.0,pconc
mw3_1492,0.93205,0.0,pconc
mw3_1493,0.93264,0.0,pconc
mw3_1494,0.93323,0.0,pconc
mw3_1495,0.93382,0.0,pconc
mw3_1496,0.93439,0.0,pconc
mw3_1497,0.93496,0.0,pconc
mw3_1498,0.93553,0.0,pconc
mw3_1499,0.93609,0.0,pconc
mw3_1500,0.93664,0.0,pconc
mw3_1501,0.93719,0.0,pconc
mw3_1502,0.93773,0.0,pconc
mw3_1503,0.93827,0.0,pconc
mw3_1504,0.9388,0.0,pconc
mw3_1505,0.93932,0.0,pconc
mw3_1506,0.93985,0.0,pconc
mw3_1507,0.94036,0.0,pconc
mw3_1508,0.94087,0.0,pconc
mw3_1509,0.94138,0.0,pconc
mw3_1510,0.94188,0.0,pconc
mw3_1511,0.94237,0.0,pconc
mw3_1512,0.94286,0.0,pconc
mw3_1513,0.94335,0.0,pconc
mw3_1514,0.94383,0.0,pconc
mw3_1515,0.9443,0.0,pconc
mw3_1516,0.94477,0.0,pconc
mw3_1517,0.94524,0.0,pconc
mw3_1518,0.9457,0.0,pconc
mw3_1519,0.94616,0.0,pconc
mw3_1520,0.94661,0.0,pconc
mw3_1521,0.94705,0.0,pconc
mw3_1522,0.9475,0.0,pconc
mw3_1523,0.94794,0.0,pconc
mw3_1524,0.94837,0.0,pconc
mw3_1525,0.9488,0.0,pconc
mw3_1526,0.94923,0.0,pconc
mw3_1527,0.94965,0.0,pconc
mw3_1528,0.95007,0.0,pconc
mw3_1529,0.95048,0.0,pconc
mw3_1530,0.95089,0.0,pconc
mw3_1531,0.9513,0.0,pconc
mw3_1532,0.9517,0.0,pconc
mw3_1533,0.95209,0.0,pconc
mw3_1534,0.95249,0.0,pconc
mw3_1535,0.95288,0.0,pconc
mw3_1536,0.95326,0.0,pconc
mw3_1537,0.95365,0.0,pconc
mw3_1538,0.95403,0.0,pconc
mw3_1539,0.9544,0.0,pconc
mw3_1540,0.95477,0.0,pconc
mw3_1541,0.95514,0.0,pconc
mw3_1542,0.9555,0.0,pconc
mw3_1543,0.95587,0.0,pconc
mw3_1544,0.95622,0.0,pconc
mw3_1545,0.95658,0.0,pconc
mw3_1546,0.95693,0.0,pconc
mw3_1547,0.95728,0.0,pconc
mw3_1548,0.95762,0.0,pconc
mw3_1549,0.95796,0.0,pconc
mw3_1550,0.9583,0.0,pconc
mw3_1551,0.95863,0.0,pconc
mw3_1552,0.95896,0.0,pconc
mw3_1553,0.95929,0.0,pconc
mw3_1554,0.95962,0.0,pconc
mw3_1555,0.95994,0.0,pconc
mw3_1556,0.96026,0.0,pconc
mw3_1557,0.96058,0.0,pconc
mw3_1558,0.96089,0.0,pconc
mw3_1559,0.9612,0.0,pconc
mw3_1560,0.96151,0.0,pconc
mw3_1561,0.96181,0.0,pconc
mw3_1562,0.96211,0.0,pconc
mw3_1563,0.96241,0.0,pconc
mw3_1564,0.96271,0.0,pconc
mw3_1565,0.963,0.0,pconc
mw3_1566,0.96329,0.0,pconc
mw3_1567,0.96358,0.0,pconc
mw3_1568,0.96387,0.0,pconc
mw3_1569,0.96415,0.0,pconc
mw3_1570,0.96443,0.0,pconc
mw3_1571,0.96471,0.0,pconc
mw3_1572,0.96499,0.0,pconc
mw3_1573,0.96526,0.0,pconc
mw3_1574,0.96553,0.0,pconc
mw3_1575,0.9658,0.0,pconc
mw3_1576,0.96606,0.0,pconc
mw3_1577,0.96633,0.0,pconc
mw3_1578,0.96659,0.0,pconc
mw3_1579,0.96685,0.0,pconc
mw3_1580,0.9671,0.0,pconc
mw3_1581,0.96736,0.0,pconc
mw3_1582,0.96761,0.0,pconc
mw3_1583,0.96786,0.0,pconc
mw3_1584,0.96811,0.0,pconc
mw3_1585,0.96836,0.0,pconc
mw3_1586,0.9686,0.0,pconc
mw3_1587,0.96884,0.0,pconc
mw3_1588,0.96908,0.0,pconc
mw3_1589,0.96932,0.0,pconc
mw3_1590,0.96955,0.0,pconc
mw3_1591,0.96979,0.0,pconc
mw3_1592,0.97002,0.0,pconc
mw3_1593,0.97025,0.0,pconc
mw3_1594,0.97047,0.0,pconc
mw3_1595,0.9707,0.0,pconc
mw3_1596,0.97092,0.0,pconc
mw3_1597,0.97114,0.0,pconc
mw3_1598,0.97136,0.0,pconc
mw3_1599,0.97158,0.0,pconc
mw3_1600,0.9718,0.0,pconc
mw4_1601,0.3785,0.0,pconc
mw4_1602,0.40591,0.0,pconc
mw4_1603,0.42587,0.0,pconc
mw4_1604,0.44208,0.0,pconc
mw4_1605,0.45655,0.0,pconc
mw4_1606,0.46981,0.0,pconc
mw4_1607,0.48224,0.0,pconc
mw4_1608,0.49408,0.0,pconc
mw4_1609,0.50547,0.0,pconc
mw4_1610,0.51643,0.0,pconc
mw4_1611,0.52739,0.0,pconc
mw4_1612,0.53834,0.0,pconc
mw4_1613,0.54923,0.0,pconc
mw4_1614,0.56001,0.0,pconc
mw4_1615,0.5707,0.0,pconc
mw4_1616,0.58129,0.0,pconc
mw4_1617,0.59178,0.0,pconc
mw4_1618,0.60217,0.0,pconc
mw4_1619,0.61245,0.0,pconc
mw4_1620,0.62262,0.0,pconc
mw4_1621,0.63268,0.0,pconc
mw4_1622,0.64263,0.0,pconc
mw4_1623,0.65245,0.0,pconc
mw4_1624,0.66212,0.0,pconc
mw4_1625,0.67163,0.0,pconc
mw4_1626,0.68098,0.0,pconc
mw4_1627,0.69014,0.0,pconc
mw4_1628,0.69913,0.0,pconc
mw4_1629,0.70792,0.0,pconc
mw4_1630,0.71653,0.0,pconc
mw4_1631,0.72493,0.0,pconc
mw4_1632,0.73314,0.0,pconc
mw4_1633,0.74114,0.0,pconc
mw4_1634,0.74893,0.0,pconc
mw4_1635,0.75651,0.0,pconc
mw4_1636,0.76389,0.0,pconc
mw4_1637,0.77104,0.0,pconc
mw4_1638,0.77798,0.0,pconc
mw4_1639,0.7847,0.0,pconc
mw4_1640,0.79117,0.0,pconc
mw4_1641,0.79743,0.0,pconc
mw4_1642,0.8035,0.0,pconc
mw4_1643,0.8094,0.0,pconc
mw4_1644,0.81511,0.0,pconc
mw4_1645,0.82065,0.0,pconc
mw4_1646,0.82602,0.0,pconc
mw4_1647,0.83122,0.0,pconc
mw4_1648,0.83626,0.0,pconc
mw4_1649,0.84114,0.0,pconc
mw4_1650,0.84586,0.0,pconc
mw4_1651,0.85043,0.0,pconc
mw4_1652,0.85485,0.0,pconc
mw4_1653,0.85913,0.0,pconc
mw4_1654,0.86326,0.0,pconc
mw4_1655,0.86725,0.0,pconc
mw4_1656,0.87112,0.0,pconc
mw4_1657,0.87485,0.0,pconc
mw4_1658,0.87846,0.0,pconc
mw4_1659,0.88195,0.0,pconc
mw4_1660,0.88533,0.0,pconc
mw4_1661,0.88859,0.0,pconc
mw4_1662,0.89175,0.0,pconc
mw4_1663,0.8948,0.0,pconc
mw4_1664,0.89775,0.0,pconc
mw4_1665,0.9006,0.0,pconc
mw4_1666,0.90336,0.0,pconc
mw4_1667,0.90604,0.0,pconc
mw4_1668,0.90862,0.0,pconc
mw4_1669,0.91113,0.0,pconc
mw4_1670,0.91355,0.0,pconc
mw4_1671,0.9159,0.0,pconc
mw4_1672,0.91817,0.0,pconc
mw4_1673,0.92037,0.0,pconc
mw4_1674,0.92251,0.0,pconc
mw4_1675,0.92458,0.0,pconc
mw4_1676,0.92659,0.0,pconc
mw4_1677,0.92853,0.0,pconc
mw4_1678,0.93042,0.0,pconc
mw4_1679,0.93225,0.0,pconc
mw4_1680,0.93402,0.0,pconc
mw4_1681,0.93575,0.0,pconc
mw4_1682,0.93742,0.0,pconc
mw4_1683,0.93904,0.0,pconc
mw4_1684,0.94061,0.0,pconc
mw4_1685,0.94214,0.0,pconc
mw4_1686,0.94363,0.0,pconc
mw4_1687,0.94507,0.0,pconc
mw4_1688,0.94647,0.0,pconc
mw4_1689,0.94783,0.0,pconc
mw4_1690,0.94915,0.0,pconc
mw4_1691,0.95043,0.0,pconc
mw4_1692,0.95167,0.0,pconc
mw4_1693,0.95288,0.0,pconc
mw4_1694,0.95406,0.0,pconc
mw4_1695,0.9552,0.0,pconc
mw4_1696,0.95632,0.0,pconc
mw4_1697,0.9574,0.0,pconc
mw4_1698,0.95845,0.0,pconc
mw4_1699,0.95947,0.0,pconc
mw4_1700,0.96046,0.0,pconc
mw4_1701,0.96142,0.0,pconc
mw4_1702,0.96236,0.0,pconc
mw4_1703,0.96328,0.0,pconc
mw4_1704,0.96416,0.0,pconc
mw4_1705,0.96503,0.0,pconc
mw4_1706,0.96587,0.0,pconc
mw4_1707,0.96668,0.0,pconc
mw4_1708,0.96748,0.0,pconc
mw4_1709,0.96825,0.0,pconc
mw4_1710,0.969,0.0,pconc
mw4_1711,0.96973,0.0,pconc
mw4_1712,0.97044,0.0,pconc
mw4_1713,0.97114,0.0,pconc
mw4_1714,0.97181,0.0,pconc
mw4_1715,0.97247,0.0,pconc
mw4_1716,0.9731,0.0,pconc
mw4_1717,0.97373,0.0,pconc
mw4_1718,0.97433,0.0,pconc
mw4_1719,0.97492,0.0,pconc
mw4_1720,0.97549,0.0,pconc
mw4_1721,0.97605,0.0,pconc
mw4_1722,0.97659,0.0,pconc
mw4_1723,0.97712,0.0,pconc
mw4_1724,0.97763,0.0,pconc
mw4_1725,0.97814,0.0,pconc
mw4_1726,0.97862,0.0,pconc
mw4_1727,0.9791,0.0,pconc
mw4_1728,0.97956,0.0,pconc
mw4_1729,0.98001,0.0,pconc
mw4_1730,0.98045,0.0,pconc
mw4_1731,0.98088,0.0,pconc
mw4_1732,0.98129,0.0,pconc
mw4_1733,0.9817,0.0,pconc
mw4_1734,0.98209,0.0,pconc
mw4_1735,0.98247,0.0,pconc
mw4_1736,0.98285,0.0,pconc
mw4_1737,0.98321,0.0,pconc
mw4_1738,0.98357,0.0,pconc
mw4_1739,0.98391,0.0,pconc
mw4_1740,0.98425,0.0,pconc
mw4_1741,0.98458,0.0,pconc
mw4_1742,0.9849,0.0,pconc
mw4_1743,0.98521,0.0,pconc
mw4_1744,0.98551,0.0,pconc
mw4_1745,0.98581,0.0,pconc
mw4_1746,0.98609,0.0,pconc
mw4_1747,0.98638,0.0,pconc
mw4_1748,0.98665,0.0,pconc
mw4_1749,0.98692,0.0,pconc
mw4_1750,0.98718,0.0,pconc
mw4_1751,0.98743,0.0,pconc
mw4_1752,0.98768,0.0,pconc
mw4_1753,0.98792,0.0,pconc
mw4_1754,0.98815,0.0,pconc
mw4_1755,0.98838,0.0,pconc
mw4_1756,0.9886,0.0,pconc
mw4_1757,0.98882,0.0,pconc
mw4_1758,0.98903,0.0,pconc
mw4_1759,0.98924,0.0,pconc
mw4_1760,0.98944,0.0,pconc
mw4_1761,0.98964,0.0,pconc
mw4_1762,0.98984,0.0,pconc
mw4_1763,0.99002,0.0,pconc
mw4_1764,0.99021,0.0,pconc
mw4_1765,0.99039,0.0,pconc
mw4_1766,0.99056,0.0,pconc
mw4_1767,0.99073,0.0,pconc
mw4_1768,0.9909,0.0,pconc
mw4_1769,0.99106,0.0,pconc
mw4_1770,0.99122,0.0,pconc
mw4_1771,0.99138,0.0,pconc
mw4_1772,0.99153,0.0,pconc
mw4_1773,0.99168,0.0,pconc
mw4_1774,0.99183,0.0,pconc
mw4_1775,0.99197,0.0,pconc
mw4_1776,0.99211,0.0,pconc
mw4_1777,0.99224,0.0,pconc
mw4_1778,0.99238,0.0,pconc
mw4_1779,0.99251,0.0,pconc
mw4_1780,0.99263,0.0,pconc
mw4_1781,0.99276,0.0,pconc
mw4_1782,0.99288,0.0,pconc
mw4_1783,0.993,0.0,pconc
mw4_1784,0.99311,0.0,pconc
mw4_1785,0.99323,0.0,pconc
mw4_1786,0.99334,0.0,pconc
mw4_1787,0.99345,0.0,pconc
mw4_1788,0.99356,0.0,pconc
mw4_1789,0.99366,0.0,pconc
mw4_1790,0.99376,0.0,pconc
mw4_1791,0.99386,0.0,pconc
mw4_1792,0.99396,0.0,pconc
mw4_1793,0.99406,0.0,pconc
mw4_1794,0.99415,0.0,pconc
mw4_1795,0.99425,0.0,pconc
mw4_1796,0.99434,0.0,pconc
mw4_1797,0.99442,0.0,pconc
mw4_1798,0.99451,0.0,pconc
mw4_1799,0.9946,0.0,pconc
mw4_1800,0.99468,0.0,pconc
mw5_1801,0.96875,0.0,pconc
mw5_1802,0.97349,0.0,pconc
mw5_1803,0.97642,0.0,pconc
mw5_1804,0.9785,0.0,pconc
mw5_1805,0.98014,0.0,pconc
mw5_1806,0.98156,0.0,pconc
mw5_1807,0.98284,0.0,pconc
mw5_1808,0.98403,0.0,pconc
mw5_1809,0.98513,0.0,pconc
mw5_1810,0.98616,0.0,pconc
mw5_1811,0.98712,0.0,pconc
mw5_1812,0.98802,0.0,pconc
mw5_1813,0.98886,0.0,pconc
mw5_1814,0.98964,0.0,pconc
mw5_1815,0.99036,0.0,pconc
mw5_1816,0.99104,0.0,pconc
mw5_1817,0.99167,0.0,pconc
mw5_1818,0.99225,0.0,pconc
mw5_1819,0.99279,0.0,pconc
mw5_1820,0.9933,0.0,pconc
mw5_1821,0.99376,0.0,pconc
mw5_1822,0.9942,0.0,pconc
mw5_1823,0.9946,0.0,pconc
mw5_1824,0.99497,0.0,pconc
mw5_1825,0.99532,0.0,pconc
mw5_1826,0.99564,0.0,pconc
mw5_1827,0.99594,0.0,pconc
mw5_1828,0.99622,0.0,pconc
mw5_1829,0.99648,0.0,pconc
mw5_1830,0.99672,0.0,pconc
mw5_1831,0.99694,0.0,pconc
mw5_1832,0.99715,0.0,pconc
mw5_1833,0.99734,0.0,pconc
mw5_1834,0.99752,0.0,pconc
mw5_1835,0.99769,0.0,pconc
mw5_1836,0.99785,0.0,pconc
mw5_1837,0.99799,0.0,pconc
mw5_1838,0.99813,0.0,pconc
mw5_1839,0.99826,0.0,pconc
mw5_1840,0.99837,0.0,pconc
mw5_1841,0.99848,0.0,pconc
mw5_1842,0.99859,0.0,pconc
mw5_1843,0.99868,0.0,pconc
mw5_1844,0.99877,0.0,pconc
mw5_1845,0.99886,0.0,pconc
mw5_1846,0.99893,0.0,pconc
mw5_1847,0.99901,0.0,pconc
mw5_1848,0.99908,0.0,pconc
mw5_1849,0.99914,0.0,pconc
mw5_1850,0.9992,0.0,pconc
mw5_1851,0.99926,0.0,pconc
mw5_1852,0.99931,0.0,pconc
mw5_1853,0.99936,0.0,pconc
mw5_1854,0.9994,0.0,pconc
mw5_1855,0.99945,0.0,pconc
mw5_1856,0.99949,0.0,pconc
mw5_1857,0.99953,0.0,pconc
mw5_1858,0.99956,0.0,pconc
mw5_1859,0.99959,0.0,pconc
mw5_1860,0.99963,0.0,pconc
mw5_1861,0.99966,0.0,pconc
mw5_1862,0.99968,0.0,pconc
mw5_1863,0.99971,0.0,pconc
mw5_1864,0.99973,0.0,pconc
mw5_1865,0.99975,0.0,pconc
mw5_1866,0.99978,0.0,pconc
mw5_1867,0.9998,0.0,pconc
mw5_1868,0.99981,0.0,pconc
mw5_1869,0.99983,0.0,pconc
mw5_1870,0.99985,0.0,pconc
mw5_1871,0.99986,0.0,pconc
mw5_1872,0.99988,0.0,pconc
mw5_1873,0.99989,0.0,pconc
mw5_1874,0.99991,0.0,pconc
mw5_1875,0.99992,0.0,pconc
mw5_1876,0.99993,0.0,pconc
mw5_1877,0.99994,0.0,pconc
mw5_1878,0.99995,0.0,pconc
mw5_1879,0.99996,0.0,pconc
mw5_1880,0.99997,0.0,pconc
mw5_1881,0.99998,0.0,pconc
mw5_1882,0.99999,0.0,pconc
mw5_1883,0.99999,0.0,pconc
mw5_1884,1.0,0.0,pconc
mw5_1885,1.0,0.0,pconc
mw5_1886,1.0,0.0,pconc
mw5_1887,1.0,0.0,pconc
mw5_1888,1.0,0.0,pconc
mw5_1889,1.0,0.0,pconc
mw5_1890,1.0,0.0,pconc
mw5_1891,1.0,0.0,pconc
mw5_1892,1.0,0.0,pconc
mw5_1893,1.0,0.0,pconc
mw5_1894,1.0001,0.0,pconc
mw5_1895,1.0001,0.0,pconc
mw5_1896,1.0001,0.0,pconc
mw5_1897,1.0001,0.0,pconc
mw5_1898,1.0001,0.0,pconc
mw5_1899,1.0001,0.0,pconc
mw5_1900,1.0001,0.0,pconc
mw5_1901,1.0001,0.0,pconc
mw5_1902,1.0001,0.0,pconc
mw5_1903,1.0001,0.0,pconc
mw5_1904,1.0001,0.0,pconc
mw5_1905,1.0001,0.0,pconc
mw5_1906,1.0001,0.0,pconc
mw5_1907,1.0001,0.0,pconc
mw5_1908,1.0001,0.0,pconc
mw5_1909,1.0001,0.0,pconc
mw5_1910,1.0001,0.0,pconc
mw5_1911,1.0001,0.0,pconc
mw5_1912,1.0001,0.0,pconc
mw5_1913,1.0001,0.0,pconc
mw5_1914,1.0001,0.0,pconc
mw5_1915,1.0001,0.0,pconc
mw5_1916,1.0001,0.0,pconc
mw5_1917,1.0001,0.0,pconc
mw5_1918,1.0001,0.0,pconc
mw5_1919,1.0001,0.0,pconc
mw5_1920,1.0001,0.0,pconc
mw5_1921,1.0001,0.0,pconc
mw5_1922,1.0001,0.0,pconc
mw5_1923,1.0001,0.0,pconc
mw5_1924,1.0001,0.0,pconc
mw5_1925,1.0001,0.0,pconc
mw5_1926,1.0001,0.0,pconc
mw5_1927,1.0001,0.0,pconc
mw5_1928,1.0001,0.0,pconc
mw5_1929,1.0001,0.0,pconc
mw5_1930,1.0001,0.0,pconc
mw5_1931,1.0001,0.0,pconc
mw5_1932,1.0001,0.0,pconc
mw5_1933,1.0001,0.0,pconc
mw5_1934,1.0001,0.0,pconc
mw5_1935,1.0001,0.0,pconc
mw5_1936,1.0001,0.0,pconc
mw5_1937,1.0001,0.0,pconc
mw5_1938,1.0001,0.0,pconc
mw5_1939,1.0001,0.0,pconc
mw5_1940,1.0001,0.0,pconc
mw5_1941,1.0001,0.0,pconc
mw5_1942,1.0001,0.0,pconc
mw5_1943,1.0001,0.0,pconc
mw5_1944,1.0001,0.0,pconc
mw5_1945,1.0001,0.0,pconc
mw5_1946,1.0001,0.0,pconc
mw5_1947,1.0001,0.0,pconc
mw5_1948,1.0001,0.0,pconc
mw5_1949,1.0001,0.0,pconc
mw5_1950,1.0001,0.0,pconc
mw5_1951,1.0001,0.0,pconc
mw5_1952,1.0001,0.0,pconc
mw5_1953,1.0001,0.0,pconc
mw5_1954,1.0001,0.0,pconc
mw5_1955,1.0001,0.0,pconc
mw5_1956,1.0001,0.0,pconc
mw5_1957,1.0001,0.0,pconc
mw5_1958,1.0001,0.0,pconc
mw5_1959,1.0001,0.0,pconc
mw5_1960,1.0001,0.0,pconc
mw5_1961,1.0001,0.0,pconc
mw5_1962,1.0001,0.0,pconc
mw5_1963,1.0001,0.0,pconc
mw5_1964,1.0001,0.0,pconc
mw5_1965,1.0001,0.0,pconc
mw5_1966,1.0001,0.0,pconc
mw5_1967,1.0001,0.0,pconc
mw5_1968,1.0001,0.0,pconc
mw5_1969,1.0001,0.0,pconc
mw5_1970,1.0001,0.0,pconc
mw5_1971,1.0001,0.0,pconc
mw5_1972,1.0001,0.0,pconc
mw5_1973,1.0001,0.0,pconc
mw5_1974,1.0001,0.0,pconc
mw5_1975,1.0001,0.0,pconc
mw5_1976,1.0001,0.0,pconc
mw5_1977,1.0001,0.0,pconc
mw5_1978,1.0001,0.0,pconc
mw5_1979,1.0001,0.0,pconc
mw5_1980,1.0001,0.0,pconc
mw5_1981,1.0001,0.0,pconc
mw5_1982,1.0001,0.0,pconc
mw5_1983,1.0001,0.0,pconc
mw5_1984,1.0001,0.0,pconc
mw5_1985,1.0001,0.0,pconc
mw5_1986,1.0001,0.0,pconc
mw5_1987,1.0001,0.0,pconc
mw5_1988,1.0001,0.0,pconc
mw5_1989,1.0001,0.0,pconc
mw5_1990,1.0001,0.0,pconc
mw5_1991,1.0001,0.0,pconc
mw5_1992,1.0001,0.0,pconc
mw5_1993,1.0001,0.0,pconc
mw5_1994,1.0001,0.0,pconc
mw5_1995,1.0001,0.0,pconc
mw5_1996,1.0001,0.0,pconc
mw5_1997,1.0001,0.0,pconc
mw5_1998,1.0001,0.0,pconc
mw5_1999,1.0001,0.0,pconc
mw5_2000,1.0001,0.0,pconc
mw6_2001,0.7459,0.0,pconc
mw6_2002,0.75102,0.0,pconc
mw6_2003,0.75543,0.0,pconc
mw6_2004,0.75953,0.0,pconc
mw6_2005,0.76349,0.0,pconc
mw6_2006,0.7674,0.0,pconc
mw6_2007,0.77128,0.0,pconc
mw6_2008,0.77515,0.0,pconc
mw6_2009,0.77901,0.0,pconc
mw6_2010,0.78285,0.0,pconc
mw6_2011,0.78665,0.0,pconc
mw6_2012,0.79043,0.0,pconc
mw6_2013,0.79417,0.0,pconc
mw6_2014,0.79787,0.0,pconc
mw6_2015,0.80152,0.0,pconc
mw6_2016,0.8051,0.0,pconc
mw6_2017,0.80862,0.0,pconc
mw6_2018,0.81206,0.0,pconc
mw6_2019,0.81543,0.0,pconc
mw6_2020,0.81872,0.0,pconc
mw6_2021,0.82194,0.0,pconc
mw6_2022,0.82509,0.0,pconc
mw6_2023,0.8282,0.0,pconc
mw6_2024,0.83124,0.0,pconc
mw6_2025,0.83424,0.0,pconc
mw6_2026,0.8372,0.0,pconc
mw6_2027,0.84011,0.0,pconc
mw6_2028,0.84297,0.0,pconc
mw6_2029,0.84579,0.0,pconc
mw6_2030,0.84858,0.0,pconc
mw6_2031,0.85132,0.0,pconc
mw6_2032,0.85402,0.0,pconc
mw6_2033,0.85669,0.0,pconc
mw6_2034,0.85932,0.0,pconc
mw6_2035,0.86191,0.0,pconc
mw6_2036,0.86446,0.0,pconc
mw6_2037,0.86699,0.0,pconc
mw6_2038,0.86948,0.0,pconc
mw6_2039,0.87194,0.0,pconc
mw6_2040,0.87436,0.0,pconc
mw6_2041,0.87662,0.0,pconc
mw6_2042,0.87879,0.0,pconc
mw6_2043,0.88093,0.0,pconc
mw6_2044,0.88305,0.0,pconc
mw6_2045,0.88516,0.0,pconc
mw6_2046,0.88725,0.0,pconc
mw6_2047,0.88932,0.0,pconc
mw6_2048,0.89137,0.0,pconc
mw6_2049,0.8934,0.0,pconc
mw6_2050,0.8954,0.0,pconc
mw6_2051,0.89738,0.0,pconc
mw6_2052,0.89933,0.0,pconc
mw6_2053,0.90125,0.0,pconc
mw6_2054,0.90315,0.0,pconc
mw6_2055,0.90501,0.0,pconc
mw6_2056,0.90684,0.0,pconc
mw6_2057,0.90865,0.0,pconc
mw6_2058,0.91042,0.0,pconc
mw6_2059,0.91217,0.0,pconc
mw6_2060,0.91388,0.0,pconc
mw6_2061,0.91557,0.0,pconc
mw6_2062,0.91722,0.0,pconc
mw6_2063,0.91885,0.0,pconc
mw6_2064,0.92045,0.0,pconc
mw6_2065,0.92202,0.0,pconc
mw6_2066,0.92356,0.0,pconc
mw6_2067,0.92507,0.0,pconc
mw6_2068,0.92656,0.0,pconc
mw6_2069,0.92801,0.0,pconc
mw6_2070,0.92945,0.0,pconc
mw6_2071,0.93085,0.0,pconc
mw6_2072,0.93223,0.0,pconc
mw6_2073,0.93358,0.0,pconc
mw6_2074,0.93491,0.0,pconc
mw6_2075,0.93621,0.0,pconc
mw6_2076,0.93749,0.0,pconc
mw6_2077,0.93874,0.0,pconc
mw6_2078,0.93996,0.0,pconc
mw6_2079,0.94117,0.0,pconc
mw6_2080,0.94235,0.0,pconc
mw6_2081,0.9435,0.0,pconc
mw6_2082,0.94464,0.0,pconc
mw6_2083,0.94575,0.0,pconc
mw6_2084,0.94683,0.0,pconc
mw6_2085,0.9479,0.0,pconc
mw6_2086,0.94895,0.0,pconc
mw6_2087,0.94997,0.0,pconc
mw6_2088,0.95097,0.0,pconc
mw6_2089,0.95196,0.0,pconc
mw6_2090,0.95292,0.0,pconc
mw6_2091,0.95387,0.0,pconc
mw6_2092,0.95479,0.0,pconc
mw6_2093,0.9557,0.0,pconc
mw6_2094,0.95659,0.0,pconc
mw6_2095,0.95746,0.0,pconc
mw6_2096,0.95831,0.0,pconc
mw6_2097,0.95914,0.0,pconc
mw6_2098,0.95996,0.0,pconc
mw6_2099,0.96076,0.0,pconc
mw6_2100,0.96155,0.0,pconc
mw6_2101,0.96231,0.0,pconc
mw6_2102,0.96307,0.0,pconc
mw6_2103,0.9638,0.0,pconc
mw6_2104,0.96453,0.0,pconc
mw6_2105,0.96523,0.0,pconc
mw6_2106,0.96592,0.0,pconc
mw6_2107,0.9666,0.0,pconc
mw6_2108,0.96727,0.0,pconc
mw6_2109,0.96791,0.0,pconc
mw6_2110,0.96855,0.0,pconc
mw6_2111,0.96917,0.0,pconc
mw6_2112,0.96978,0.0,pconc
mw6_2113,0.97038,0.0,pconc
mw6_2114,0.97096,0.0,pconc
mw6_2115,0.97154,0.0,pconc
mw6_2116,0.9721,0.0,pconc
mw6_2117,0.97264,0.0,pconc
mw6_2118,0.97318,0.0,pconc
mw6_2119,0.97371,0.0,pconc
mw6_2120,0.97422,0.0,pconc
mw6_2121,0.97472,0.0,pconc
mw6_2122,0.97521,0.0,pconc
mw6_2123,0.9757,0.0,pconc
mw6_2124,0.97617,0.0,pconc
mw6_2125,0.97663,0.0,pconc
mw6_2126,0.97708,0.0,pconc
mw6_2127,0.97752,0.0,pconc
mw6_2128,0.97796,0.0,pconc
mw6_2129,0.97838,0.0,pconc
mw6_2130,0.9788,0.0,pconc
mw6_2131,0.9792,0.0,pconc
mw6_2132,0.9796,0.0,pconc
mw6_2133,0.97999,0.0,pconc
mw6_2134,0.98037,0.0,pconc
mw6_2135,0.98074,0.0,pconc
mw6_2136,0.98111,0.0,pconc
mw6_2137,0.98146,0.0,pconc
mw6_2138,0.98181,0.0,pconc
mw6_2139,0.98215,0.0,pconc
mw6_2140,0.98249,0.0,pconc
mw6_2141,0.98282,0.0,pconc
mw6_2142,0.98314,0.0,pconc
mw6_2143,0.98345,0.0,pconc
mw6_2144,0.98376,0.0,pconc
mw6_2145,0.98406,0.0,pconc
mw6_2146,0.98435,0.0,pconc
mw6_2147,0.98464,0.0,pconc
mw6_2148,0.98492,0.0,pconc
mw6_2149,0.98519,0.0,pconc
mw6_2150,0.98546,0.0,pconc
mw6_2151,0.98572,0.0,pconc
mw6_2152,0.98598,0.0,pconc
mw6_2153,0.98623,0.0,pconc
mw6_2154,0.98648,0.0,pconc
mw6_2155,0.98672,0.0,pconc
mw6_2156,0.98695,0.0,pconc
mw6_2157,0.98718,0.0,pconc
mw6_2158,0.9874,0.0,pconc
mw6_2159,0.98762,0.0,pconc
mw6_2160,0.98784,0.0,pconc
mw6_2161,0.98805,0.0,pconc
mw6_2162,0.98825,0.0,pconc
mw6_2163,0.98844,0.0,pconc
mw6_2164,0.98863,0.0,pconc
mw6_2165,0.98881,0.0,pconc
mw6_2166,0.98899,0.0,pconc
mw6_2167,0.98917,0.0,pconc
mw6_2168,0.98934,0.0,pconc
mw6_2169,0.98951,0.0,pconc
mw6_2170,0.98967,0.0,pconc
mw6_2171,0.98983,0.0,pconc
