obsnme,obsval,weight,obgnme
mw8_765,-0.0009439,100.0,conc
mw8_766,-0.0055588,100.0,conc
mw8_767,-0.016017,100.0,conc
mw8_768,0.011437,100.0,conc
mw8_769,0.0025334,100.0,conc
mw8_770,0.0034984,100.0,conc
mw8_771,-0.0056257,100.0,conc
mw8_772,0.0018129,100.0,conc
mw8_773,-0.0066382,100.0,conc
mw8_774,-0.001126,100.0,conc
mw8_775,0.0014362,100.0,conc
mw8_776,0.0058637,100.0,conc
mw8_777,-0.005715,100.0,conc
mw8_778,-0.0075408,100.0,conc
mw8_779,0.012443,100.0,conc
mw8_780,-0.01363,100.0,conc
mw8_781,0.0020106,100.0,conc
mw8_782,-0.0009791,100.0,conc
mw8_783,0.0068544,100.0,conc
mw8_784,-0.0041773,100.0,conc
mw8_785,-0.010121,100.0,conc
mw8_786,0.0012379,100.0,conc
mw8_787,-0.013312,100.0,conc
mw8_788,-0.010365,100.0,conc
mw8_789,-0.0001984,100.0,conc
mw8_790,0.001201,100.0,conc
mw8_791,-0.014391,100.0,conc
mw8_792,0.012533,100.0,conc
mw8_793,-0.0003682,100.0,conc
mw8_794,0.012269,100.0,conc
mw8_795,0.010971,100.0,conc
mw8_796,0.0005943,100.0,conc
mw8_797,-0.003945,100.0,conc
mw8_798,-0.013931,100.0,conc
mw8_799,0.0099302,100.0,conc
mw8_800,0.0153,100.0,conc
mw9_801,0.0016955,100.0,conc
mw9_802,0.0006433,100.0,conc
mw9_803,-0.0088441,100.0,conc
mw9_804,-0.0099463,100.0,conc
mw9_805,-0.0009922,100.0,conc
mw9_806,0.012096,100.0,conc
mw9_807,-0.0026185,100.0,conc
mw9_808,0.0087571,100.0,conc
mw9_809,0.004033,100.0,conc
mw9_810,-0.0009754,100.0,conc
mw9_811,-0.0081171,100.0,conc
mw9_812,-0.003547,100.0,conc
mw9_813,-0.011701,100.0,conc
mw9_814,0.0085563,100.0,conc
mw9_815,0.0051167,100.0,conc
mw9_816,-0.009434,100.0,conc
mw9_817,-0.0065059,100.0,conc
mw9_818,-0.012786,100.0,conc
mw9_819,0.0016999,100.0,conc
mw9_820,0.0061285,100.0,conc
mw9_821,-0.0086016,100.0,conc
mw9_822,-0.0041012,100.0,conc
mw9_823,0.0039515,100.0,conc
mw9_824,-0.016081,100.0,conc
mw9_825,0.0025568,100.0,conc
mw9_826,0.015735,100.0,conc
mw9_827,0.016317,100.0,conc
mw9_828,-0.0010229,100.0,conc
mw9_829,-0.0001779,100.0,conc
mw9_830,0.0076962,100.0,conc
mw9_831,0.0069395,100.0,conc
mw9_832,0.014862,100.0,conc
mw9_833,0.002911,100.0,conc
mw9_834,0.0038216,100.0,conc
mw9_835,0.0037822,100.0,conc
mw9_836,0.017212,100.0,conc
mw9_837,-0.0085913,100.0,conc
mw9_838,0.013373,100.0,conc
mw9_839,0.0033256,100.0,conc
mw9_840,0.0039055,100.0,conc
mw9_841,-0.0070446,100.0,conc
mw9_842,0.0007552,100.0,conc
mw9_843,-0.0075935,100.0,conc
mw9_844,-0.024255,100.0,conc
mw9_845,0.0035238,100.0,conc
mw9_846,-0.011977,100.0,conc
mw9_847,0.0017038,100.0,conc
mw9_848,-0.011616,100.0,conc
mw9_849,-0.0024094,100.0,conc
mw9_850,-0.0027612,100.0,conc
mw9_851,-0.015755,100.0,conc
mw9_852,0.0012895,100.0,conc
mw9_853,-0.004687,100.0,conc
mw9_854,-0.022235,100.0,conc
mw9_855,0.018986,100.0,conc
mw9_856,0.005982,100.0,conc
mw9_857,0.004709,100.0,conc
mw9_858,0.0015207,100.0,conc
mw9_859,0.0094451,100.0,conc
mw9_860,-0.0035922,100.0,conc
mw9_861,0.0082898,100.0,conc
mw9_862,0.010499,100.0,conc
mw9_863,-0.0036923,100.0,conc
mw9_864,0.0016629,100.0,conc
mw9_865,0.0027055,100.0,conc
mw9_866,-0.013247,100.0,conc
mw9_867,0.0047168,100.0,conc
mw9_868,0.0005529,100.0,conc
mw9_869,0.01319,100.0,conc
mw9_870,0.0027913,100.0,conc
mw9_871,-0.0074169,100.0,conc
mw9_872,0.0023773,100.0,conc
mw9_873,-0.0039804,100.0,conc
mw9_874,-0.021998,100.0,conc
mw9_875,-0.00113,100.0,conc
mw9_876,-0.011684,100.0,conc
mw9_877,0.013265,100.0,conc
mw9_878,0.0039103,100.0,conc
mw9_879,0.0093296,100.0,conc
mw9_880,0.0042142,100.0,conc
mw9_881,-0.0012587,100.0,conc
mw9_882,0.0074671,100.0,conc
mw9_883,-0.014327,100.0,conc
mw9_884,0.0084396,100.0,conc
mw9_885,-0.0006365,100.0,conc
mw9_886,-0.018745,100.0,conc
mw9_887,-0.0009704,100.0,conc
mw9_888,0.0064796,100.0,conc
mw9_889,-0.0040511,100.0,conc
mw9_890,0.014082,100.0,conc
mw9_891,0.013211,100.0,conc
mw9_892,-0.0052778,100.0,conc
mw9_893,-0.0068231,100.0,conc
mw9_894,-0.0015358,100.0,conc
mw9_895,-0.0039922,100.0,conc
mw9_896,0.0076859,100.0,conc
mw9_897,0.011351,100.0,conc
mw9_898,0.0070923,100.0,conc
mw9_899,0.0073852,100.0,conc
mw9_900,0.0001575,100.0,conc
mw10_901,-0.0005705,100.0,conc
mw10_902,-0.0060527,100.0,conc
mw10_903,0.023604,100.0,conc
mw10_904,0.009695,100.0,conc
mw10_905,0.0065361,100.0,conc
mw10_906,-0.0057683,100.0,conc
mw10_907,-0.014179,100.0,conc
mw10_908,-0.006731,100.0,conc
mw10_909,-0.0035662,100.0,conc
mw10_910,-0.0028948,100.0,conc
mw10_911,0.0069204,100.0,conc
mw10_912,-0.0031307,100.0,conc
mw10_913,0.0069138,100.0,conc
mw10_914,0.0054951,100.0,conc
mw10_915,0.0073858,100.0,conc
mw10_916,-0.0004402,100.0,conc
mw10_917,0.0083006,100.0,conc
mw10_918,0.0021432,100.0,conc
mw10_919,0.0025491,100.0,conc
mw10_920,-0.000945,100.0,conc
mw10_921,-0.0005741,100.0,conc
mw10_922,0.0028715,100.0,conc
mw10_923,0.0073049,100.0,conc
mw10_924,-0.0063109,100.0,conc
mw10_925,-0.0022766,100.0,conc
mw10_926,0.0011799,100.0,conc
mw10_927,0.011606,100.0,conc
mw10_928,0.0007763,100.0,conc
mw10_929,0.0069574,100.0,conc
mw10_930,0.0097149,100.0,conc
mw10_931,0.0009711,100.0,conc
mw10_932,0.016069,100.0,conc
mw10_933,-0.0088311,100.0,conc
mw10_934,-0.012624,100.0,conc
mw10_935,-0.010541,100.0,conc
mw10_936,-0.0075086,100.0,conc
mw10_937,-0.005132,100.0,conc
mw10_938,-0.0021386,100.0,conc
mw10_939,0.0041102,100.0,conc
mw10_940,-0.004097,100.0,conc
mw10_941,-0.0047857,100.0,conc
mw10_942,0.006232,100.0,conc
mw10_943,-0.0012281,100.0,conc
mw10_944,0.0026838,100.0,conc
mw10_945,-0.0036893,100.0,conc
mw10_946,-0.012237,100.0,conc
mw10_947,-0.0001207,100.0,conc
mw10_948,-0.000773,100.0,conc
mw10_949,0.0040371,100.0,conc
mw10_950,0.0003916,100.0,conc
mw10_951,-0.0077392,100.0,conc
mw10_952,0.014882,100.0,conc
mw10_953,-0.011825,100.0,conc
mw10_954,-0.01822,100.0,conc
mw10_955,-0.0062531,100.0,conc
mw10_956,-0.0051199,100.0,conc
mw10_957,0.0050251,100.0,conc
mw10_958,-0.0055972,100.0,conc
mw10_959,5.64e-05,100.0,conc
mw10_960,0.00238,100.0,conc
mw10_961,0.0068126,100.0,conc
mw10_962,-0.016014,100.0,conc
mw10_963,0.0023587,100.0,conc
mw10_964,-0.012147,100.0,conc
mw10_965,0.010914,100.0,conc
mw10_966,-0.0075782,100.0,conc
mw10_967,-0.0068492,100.0,conc
mw10_968,0.0050369,100.0,conc
mw10_969,-0.0003399,100.0,conc
mw10_970,-0.0010286,100.0,conc
mw10_971,0.0068624,100.0,conc
mw10_972,-0.0049431,100.0,conc
mw10_973,-0.0060965,100.0,conc
mw10_974,0.0099647,100.0,conc
mw10_975,-0.0054803,100.0,conc
mw10_976,0.0017775,100.0,conc
mw10_977,-0.012138,100.0,conc
mw10_978,-0.0002708,100.0,conc
mw10_979,-0.0031794,100.0,conc
mw10_980,0.0037497,100.0,conc
mw10_981,0.021935,100.0,conc
mw10_982,-0.01901,100.0,conc
mw10_983,-0.0096559,100.0,conc
mw10_984,-0.0032786,100.0,conc
mw10_985,0.0013468,100.0,conc
mw10_986,-0.014426,100.0,conc
mw10_987,-0.0004943,100.0,conc
mw10_988,-0.0082378,100.0,conc
mw10_989,0.0006483,100.0,conc
mw10_990,-0.0093254,100.0,conc
mw10_991,0.027548,100.0,conc
mw10_992,0.0020726,100.0,conc
mw10_993,0.0069819,100.0,conc
mw10_994,-0.023049,100.0,conc
mw10_995,-0.0080449,100.0,conc
mw10_996,-0.0016745,100.0,conc
mw10_997,0.01681,100.0,conc
mw10_998,-0.0082853,100.0,conc
mw10_999,0.0036938,100.0,conc
mw10_1000,-0.0089412,100.0,conc
mw1_1001,0.92465,0.0,pconc
mw1_1002,0.93824,0.0,pconc
mw1_1003,0.94865,0.0,pconc
mw1_1004,0.95672,0.0,pconc
mw1_1005,0.96316,0.0,pconc
mw1_1006,0.96839,0.0,pconc
mw1_1007,0.9727,0.0,pconc
mw1_1008,0.97627,0.0,pconc
mw1_1009,0.97925,0.0,pconc
mw1_1010,0.98175,0.0,pconc
mw1_1011,0.98385,0.0,pconc
mw1_1012,0.98564,0.0,pconc
mw1_1013,0.98715,0.0,pconc
mw1_1014,0.98845,0.0,pconc
mw1_1015,0.98956,0.0,pconc
mw1_1016,0.99051,0.0,pconc
mw1_1017,0.99133,0.0,pconc
mw1_1018,0.99205,0.0,pconc
mw1_1019,0.99267,0.0,pconc
mw1_1020,0.99322,0.0,pconc
mw1_1021,0.9937,0.0,pconc
mw1_1022,0.99413,0.0,pconc
mw1_1023,0.99451,0.0,pconc
mw1_1024,0.99485,0.0,pconc
mw1_1025,0.99516,0.0,pconc
mw1_1026,0.99544,0.0,pconc
mw1_1027,0.99569,0.0,pconc
mw1_1028,0.99592,0.0,pconc
mw1_1029,0.99613,0.0,pconc
mw1_1030,0.99633,0.0,pconc
mw1_1031,0.9965,0.0,pconc
mw1_1032,0.99667,0.0,pconc
mw1_1033,0.99682,0.0,pconc
mw1_1034,0.99696,0.0,pconc
mw1_1035,0.9971,0.0,pconc
mw1_1036,0.99722,0.0,pconc
mw1_1037,0.99734,0.0,pconc
mw1_1038,0.99745,0.0,pconc
mw1_1039,0.99755,0.0,pconc
mw1_1040,0.99765,0.0,pconc
mw1_1041,0.99774,0.0,pconc
mw1_1042,0.99782,0.0,pconc
mw1_1043,0.9979,0.0,pconc
mw1_1044,0.99798,0.0,pconc
mw1_1045,0.99805,0.0,pconc
mw1_1046,0.99812,0.0,pconc
mw1_1047,0.99819,0.0,pconc
mw1_1048,0.99825,0.0,pconc
mw1_1049,0.99831,0.0,pconc
mw1_1050,0.99837,0.0,pconc
mw1_1051,0.99842,0.0,pconc
mw1_1052,0.99847,0.0,pconc
mw1_1053,0.99851,0.0,pconc
mw1_1054,0.99855,0.0,pconc
mw1_1055,0.99859,0.0,pconc
mw1_1056,0.99863,0.0,pconc
mw1_1057,0.99867,0.0,pconc
mw1_1058,0.9987,0.0,pconc
mw1_1059,0.99874,0.0,pconc
mw1_1060,0.99877,0.0,pconc
mw1_1061,0.99881,0.0,pconc
mw1_1062,0.99884,0.0,pconc
mw1_1063,0.99887,0.0,pconc
mw1_1064,0.9989,0.0,pconc
mw1_1065,0.99893,0.0,pconc
mw1_1066,0.99895,0.0,pconc
mw1_1067,0.99898,0.0,pconc
mw1_1068,0.99901,0.0,pconc
mw1_1069,0.99903,0.0,pconc
mw1_1070,0.99905,0.0,pconc
mw1_1071,0.99907,0.0,pconc
mw1_1072,0.99909,0.0,pconc
mw1_1073,0.99911,0.0,pconc
mw1_1074,0.99913,0.0,pconc
mw1_1075,0.99915,0.0,pconc
mw1_1076,0.99917,0.0,pconc
mw1_1077,0.99918,0.0,pconc
mw1_1078,0.9992,0.0,pconc
mw1_1079,0.99922,0.0,pconc
mw1_1080,0.99923,0.0,pconc
mw1_1081,0.99925,0.0,pconc
mw1_1082,0.99926,0.0,pconc
mw1_1083,0.99927,0.0,pconc
mw1_1084,0.99929,0.0,pconc
mw1_1085,0.9993,0.0,pconc
mw1_1086,0.99931,0.0,pconc
mw1_1087,0.99932,0.0,pconc
mw1_1088,0.99934,0.0,pconc
mw1_1089,0.99935,0.0,pconc
mw1_1090,0.99936,0.0,pconc
mw1_1091,0.99937,0.0,pconc
mw1_1092,0.99938,0.0,pconc
mw1_1093,0.99939,0.0,pconc
mw1_1094,0.9994,0.0,pconc
mw1_1095,0.99941,0.0,pconc
mw1_1096,0.99942,0.0,pconc
mw1_1097,0.99943,0.0,pconc
mw1_1098,0.99944,0.0,pconc
mw1_1099,0.99945,0.0,pconc
mw1_1100,0.99945,0.0,pconc
mw1_1101,0.99946,0.0,pconc
mw1_1102,0.99947,0.0,pconc
mw1_1103,0.99948,0.0,pconc
mw1_1104,0.99949,0.0,pconc
mw1_1105,0.99949,0.0,pconc
mw1_1106,0.9995,0.0,pconc
mw1_1107,0.99951,0.0,pconc
mw1_1108,0.99952,0.0,pconc
mw1_1109,0.99952,0.0,pconc
mw1_1110,0.99953,0.0,pconc
mw1_1111,0.99954,0.0,pconc
mw1_1112,0.99954,0.0,pconc
mw1_1113,0.99955,0.0,pconc
mw1_1114,0.99955,0.0,pconc
mw1_1115,0.99956,0.0,pconc
mw1_1116,0.99957,0.0,pconc
mw1_1117,0.99957,0.0,pconc
mw1_1118,0.99958,0.0,pconc
mw1_1119,0.99958,0.0,pconc
mw1_1120,0.99959,0.0,pconc
mw1_1121,0.99959,0.0,pconc
mw1_1122,0.9996,0.0,pconc
mw1_1123,0.9996,0.0,pconc
mw1_1124,0.99961,0.0,pconc
mw1_1125,0.99961,0.0,pconc
mw1_1126,0.99962,0.0,pconc
mw1_1127,0.99962,0.0,pconc
mw1_1128,0.99963,0.0,pconc
mw1_1129,0.99963,0.0,pconc
mw1_1130,0.99964,0.0,pconc
mw1_1131,0.99964,0.0,pconc
mw1_1132,0.99964,0.0,pconc
mw1_1133,0.99965,0.0,pconc
mw1_1134,0.99965,0.0,pconc
mw1_1135,0.99966,0.0,pconc
mw1_1136,0.99966,0.0,pconc
mw1_1137,0.99966,0.0,pconc
mw1_1138,0.99967,0.0,pconc
mw1_1139,0.99967,0.0,pconc
mw1_1140,0.99967,0.0,pconc
mw1_1141,0.99968,0.0,pconc
mw1_1142,0.99968,0.0,pconc
mw1_1143,0.99968,0.0,pconc
mw1_1144,0.99969,0.0,pconc
mw1_1145,0.99969,0.0,pconc
mw1_1146,0.99969,0.0,pconc
mw1_1147,0.9997,0.0,pconc
mw1_1148,0.9997,0.0,pconc
mw1_1149,0.9997,0.0,pconc
mw1_1150,0.99971,0.0,pconc
mw1_1151,0.99971,0.0,pconc
mw1_1152,0.99971,0.0,pconc
mw1_1153,0.99972,0.0,pconc
mw1_1154,0.99972,0.0,pconc
mw1_1155,0.99972,0.0,pconc
mw1_1156,0.99972,0.0,pconc
mw1_1157,0.99973,0.0,pconc
mw1_1158,0.99973,0.0,pconc
mw1_1159,0.99973,0.0,pconc
mw1_1160,0.99973,0.0,pconc
mw1_1161,0.99974,0.0,pconc
mw1_1162,0.99974,0.0,pconc
mw1_1163,0.99974,0.0,pconc
mw1_1164,0.99974,0.0,pconc
mw1_1165,0.99975,0.0,pconc
mw1_1166,0.99975,0.0,pconc
mw1_1167,0.99975,0.0,pconc
mw1_1168,0.99975,0.0,pconc
mw1_1169,0.99975,0.0,pconc
mw1_1170,0.99976,0.0,pconc
mw1_1171,0.99976,0.0,pconc
mw1_1172,0.99976,0.0,pconc
mw1_1173,0.99976,0.0,pconc
mw1_1174,0.99977,0.0,pconc
mw1_1175,0.99977,0.0,pconc
mw1_1176,0.99977,0.0,pconc
mw1_1177,0.99977,0.0,pconc
mw1_1178,0.99977,0.0,pconc
mw1_1179,0.99978,0.0,pconc
mw1_1180,0.99978,0.0,pconc
mw1_1181,0.99978,0.0,pconc
mw1_1182,0.99978,0.0,pconc
mw1_1183,0.99978,0.0,pconc
mw1_1184,0.99978,0.0,pconc
mw1_1185,0.99979,0.0,pconc
mw1_1186,0.99979,0.0,pconc
mw1_1187,0.99979,0.0,pconc
mw1_1188,0.99979,0.0,pconc
mw1_1189,0.99979,0.0,pconc
mw1_1190,0.99979,0.0,pconc
mw1_1191,0.9998,0.0,pconc
mw1_1192,0.9998,0.0,pconc
mw1_1193,0.9998,0.0,pconc
mw1_1194,0.9998,0.0,pconc
mw1_1195,0.9998,0.0,pconc
mw1_1196,0.9998,0.0,pconc
mw1_1197,0.9998,0.0,pconc
mw1_1198,0.99981,0.0,pconc
mw1_1199,0.99981,0.0,pconc
mw1_1200,0.99981,0.0,pconc
mw2_1201,0.34094,0.0,pconc
mw2_1202,0.34386,0.0,pconc
mw2_1203,0.34656,0.0,pconc
mw2_1204,0.34913,0.0,pconc
mw2_1205,0.35161,0.0,pconc
mw2_1206,0.35403,0.0,pconc
mw2_1207,0.3564,0.0,pconc
mw2_1208,0.35872,0.0,pconc
mw2_1209,0.36099,0.0,pconc
mw2_1210,0.36322,0.0,pconc
mw2_1211,0.36541,0.0,pconc
mw2_1212,0.36756,0.0,pconc
mw2_1213,0.36966,0.0,pconc
mw2_1214,0.37173,0.0,pconc
mw2_1215,0.37374,0.0,pconc
mw2_1216,0.37572,0.0,pconc
mw2_1217,0.37767,0.0,pconc
mw2_1218,0.37957,0.0,pconc
mw2_1219,0.38145,0.0,pconc
mw2_1220,0.3833,0.0,pconc
mw2_1221,0.38512,0.0,pconc
mw2_1222,0.38691,0.0,pconc
mw2_1223,0.38867,0.0,pconc
mw2_1224,0.39042,0.0,pconc
mw2_1225,0.39214,0.0,pconc
mw2_1226,0.39384,0.0,pconc
mw2_1227,0.39551,0.0,pconc
mw2_1228,0.39716,0.0,pconc
mw2_1229,0.39879,0.0,pconc
mw2_1230,0.40039,0.0,pconc
mw2_1231,0.40196,0.0,pconc
mw2_1232,0.4035,0.0,pconc
mw2_1233,0.40501,0.0,pconc
mw2_1234,0.40647,0.0,pconc
mw2_1235,0.40787,0.0,pconc
mw2_1236,0.4092,0.0,pconc
mw2_1237,0.41056,0.0,pconc
mw2_1238,0.4124,0.0,pconc
mw2_1239,0.41438,0.0,pconc
mw2_1240,0.41636,0.0,pconc
mw2_1241,0.41829,0.0,pconc
mw2_1242,0.42015,0.0,pconc
mw2_1243,0.42195,0.0,pconc
mw2_1244,0.4237,0.0,pconc
mw2_1245,0.4254,0.0,pconc
mw2_1246,0.42705,0.0,pconc
mw2_1247,0.42865,0.0,pconc
mw2_1248,0.43021,0.0,pconc
mw2_1249,0.43172,0.0,pconc
mw2_1250,0.43322,0.0,pconc
mw2_1251,0.43469,0.0,pconc
mw2_1252,0.43616,0.0,pconc
mw2_1253,0.43762,0.0,pconc
mw2_1254,0.43907,0.0,pconc
mw2_1255,0.44052,0.0,pconc
mw2_1256,0.44197,0.0,pconc
mw2_1257,0.44342,0.0,pconc
mw2_1258,0.44487,0.0,pconc
mw2_1259,0.44631,0.0,pconc
mw2_1260,0.44776,0.0,pconc
mw2_1261,0.4492,0.0,pconc
mw2_1262,0.45063,0.0,pconc
mw2_1263,0.45206,0.0,pconc
mw2_1264,0.45349,0.0,pconc
mw2_1265,0.45492,0.0,pconc
mw2_1266,0.45634,0.0,pconc
mw2_1267,0.45775,0.0,pconc
mw2_1268,0.45916,0.0,pconc
mw2_1269,0.46057,0.0,pconc
mw2_1270,0.46197,0.0,pconc
mw2_1271,0.46337,0.0,pconc
mw2_1272,0.46476,0.0,pconc
mw2_1273,0.46615,0.0,pconc
mw2_1274,0.46753,0.0,pconc
mw2_1275,0.46892,0.0,pconc
mw2_1276,0.47031,0.0,pconc
mw2_1277,0.47169,0.0,pconc
mw2_1278,0.47309,0.0,pconc
mw2_1279,0.47448,0.0,pconc
mw2_1280,0.47588,0.0,pconc
mw2_1281,0.47726,0.0,pconc
mw2_1282,0.47865,0.0,pconc
mw2_1283,0.48003,0.0,pconc
mw2_1284,0.4814,0.0,pconc
mw2_1285,0.48277,0.0,pconc
mw2_1286,0.48414,0.0,pconc
mw2_1287,0.4855,0.0,pconc
mw2_1288,0.48686,0.0,pconc
mw2_1289,0.48822,0.0,pconc
mw2_1290,0.48958,0.0,pconc
mw2_1291,0.49094,0.0,pconc
mw2_1292,0.4923,0.0,pconc
mw2_1293,0.49365,0.0,pconc
mw2_1294,0.49501,0.0,pconc
mw2_1295,0.49636,0.0,pconc
mw2_1296,0.49772,0.0,pconc
mw2_1297,0.49907,0.0,pconc
mw2_1298,0.50043,0.0,pconc
mw2_1299,0.50178,0.0,pconc
mw2_1300,0.50314,0.0,pconc
mw2_1301,0.50449,0.0,pconc
mw2_1302,0.50585,0.0,pconc
mw2_1303,0.50721,0.0,pconc
mw2_1304,0.50856,0.0,pconc
mw2_1305,0.50992,0.0,pconc
mw2_1306,0.51128,0.0,pconc
mw2_1307,0.51264,0.0,pconc
mw2_1308,0.514,0.0,pconc
mw2_1309,0.51536,0.0,pconc
mw2_1310,0.51672,0.0,pconc
mw2_1311,0.51809,0.0,pconc
mw2_1312,0.51945,0.0,pconc
mw2_1313,0.52081,0.0,pconc
mw2_1314,0.52218,0.0,pconc
mw2_1315,0.52354,0.0,pconc
mw2_1316,0.5249,0.0,pconc
mw2_1317,0.52627,0.0,pconc
mw2_1318,0.52763,0.0,pconc
mw2_1319,0.52899,0.0,pconc
mw2_1320,0.53036,0.0,pconc
mw2_1321,0.53172,0.0,pconc
mw2_1322,0.53308,0.0,pconc
mw2_1323,0.53444,0.0,pconc
mw2_1324,0.53579,0.0,pconc
mw2_1325,0.53715,0.0,pconc
mw2_1326,0.53849,0.0,pconc
mw2_1327,0.53984,0.0,pconc
mw2_1328,0.54117,0.0,pconc
mw2_1329,0.54238,0.0,pconc
mw2_1330,0.54362,0.0,pconc
mw2_1331,0.54493,0.0,pconc
mw2_1332,0.5463,0.0,pconc
mw2_1333,0.54771,0.0,pconc
mw2_1334,0.54915,0.0,pconc
mw2_1335,0.5506,0.0,pconc
mw2_1336,0.55206,0.0,pconc
mw2_1337,0.55351,0.0,pconc
mw2_1338,0.55497,0.0,pconc
mw2_1339,0.55642,0.0,pconc
mw2_1340,0.55786,0.0,pconc
mw2_1341,0.5593,0.0,pconc
mw2_1342,0.56074,0.0,pconc
mw2_1343,0.56217,0.0,pconc
mw2_1344,0.5636,0.0,pconc
mw2_1345,0.56502,0.0,pconc
mw2_1346,0.56643,0.0,pconc
mw2_1347,0.56785,0.0,pconc
mw2_1348,0.56926,0.0,pconc
mw2_1349,0.57066,0.0,pconc
mw2_1350,0.57207,0.0,pconc
mw2_1351,0.57347,0.0,pconc
mw2_1352,0.57486,0.0,pconc
mw2_1353,0.57626,0.0,pconc
mw2_1354,0.57765,0.0,pconc
mw2_1355,0.57904,0.0,pconc
mw2_1356,0.58043,0.0,pconc
mw2_1357,0.58181,0.0,pconc
mw2_1358,0.58319,0.0,pconc
mw2_1359,0.58457,0.0,pconc
mw2_1360,0.58594,0.0,pconc
mw2_1361,0.58731,0.0,pconc
mw2_1362,0.58868,0.0,pconc
mw2_1363,0.59005,0.0,pconc
mw2_1364,0.59141,0.0,pconc
mw2_1365,0.59277,0.0,pconc
mw2_1366,0.59412,0.0,pconc
mw2_1367,0.59548,0.0,pconc
mw2_1368,0.59683,0.0,pconc
mw2_1369,0.59817,0.0,pconc
mw2_1370,0.59952,0.0,pconc
mw2_1371,0.60086,0.0,pconc
mw2_1372,0.6022,0.0,pconc
mw2_1373,0.60353,0.0,pconc
mw2_1374,0.60486,0.0,pconc
mw2_1375,0.60619,0.0,pconc
mw2_1376,0.60751,0.0,pconc
mw2_1377,0.60882,0.0,pconc
mw2_1378,0.61014,0.0,pconc
mw2_1379,0.61145,0.0,pconc
mw2_1380,0.61276,0.0,pconc
mw2_1381,0.61407,0.0,pconc
mw2_1382,0.61537,0.0,pconc
mw2_1383,0.61667,0.0,pconc
mw2_1384,0.61797,0.0,pconc
mw2_1385,0.61926,0.0,pconc
mw2_1386,0.62055,0.0,pconc
mw2_1387,0.62183,0.0,pconc
mw2_1388,0.62311,0.0,pconc
mw2_1389,0.62438,0.0,pconc
mw2_1390,0.62565,0.0,pconc
mw2_1391,0.62691,0.0,pconc
mw2_1392,0.62817,0.0,pconc
mw2_1393,0.62942,0.0,pconc
mw2_1394,0.63066,0.0,pconc
mw2_1395,0.6319,0.0,pconc
mw2_1396,0.63314,0.0,pconc
mw2_1397,0.63436,0.0,pconc
mw2_1398,0.63558,0.0,pconc
mw2_1399,0.6368,0.0,pconc
mw2_1400,0.63801,0.0,pconc
mw3_1401,0.81406,0.0,pconc
mw3_1402,0.81858,0.0,pconc
mw3_1403,0.8224,0.0,pconc
mw3_1404,0.82579,0.0,pconc
mw3_1405,0.8289,0.0,pconc
mw3_1406,0.8318,0.0,pconc
mw3_1407,0.83455,0.0,pconc
mw3_1408,0.83716,0.0,pconc
mw3_1409,0.83967,0.0,pconc
mw3_1410,0.84208,0.0,pconc
mw3_1411,0.8444,0.0,pconc
mw3_1412,0.84664,0.0,pconc
mw3_1413,0.8488,0.0,pconc
mw3_1414,0.85088,0.0,pconc
mw3_1415,0.8529,0.0,pconc
mw3_1416,0.85486,0.0,pconc
mw3_1417,0.85676,0.0,pconc
mw3_1418,0.8586,0.0,pconc
mw3_1419,0.86038,0.0,pconc
mw3_1420,0.86212,0.0,pconc
mw3_1421,0.86381,0.0,pconc
mw3_1422,0.86545,0.0,pconc
mw3_1423,0.86705,0.0,pconc
mw3_1424,0.86861,0.0,pconc
mw3_1425,0.87014,0.0,pconc
mw3_1426,0.87162,0.0,pconc
mw3_1427,0.87308,0.0,pconc
mw3_1428,0.8745,0.0,pconc
mw3_1429,0.8759,0.0,pconc
mw3_1430,0.87726,0.0,pconc
mw3_1431,0.8786,0.0,pconc
mw3_1432,0.87991,0.0,pconc
mw3_1433,0.8812,0.0,pconc
mw3_1434,0.88246,0.0,pconc
mw3_1435,0.8837,0.0,pconc
mw3_1436,0.88492,0.0,pconc
mw3_1437,0.88611,0.0,pconc
mw3_1438,0.88729,0.0,pconc
mw3_1439,0.88845,0.0,pconc
mw3_1440,0.88959,0.0,pconc
mw3_1441,0.89071,0.0,pconc
mw3_1442,0.89181,0.0,pconc
mw3_1443,0.8929,0.0,pconc
mw3_1444,0.89397,0.0,pconc
mw3_1445,0.89502,0.0,pconc
mw3_1446,0.89606,0.0,pconc
mw3_1447,0.89709,0.0,pconc
mw3_1448,0.89809,0.0,pconc
mw3_1449,0.89909,0.0,pconc
mw3_1450,0.90007,0.0,pconc
mw3_1451,0.90104,0.0,pconc
mw3_1452,0.902,0.0,pconc
mw3_1453,0.90294,0.0,pconc
mw3_1454,0.90387,0.0,pconc
mw3_1455,0.90479,0.0,pconc
mw3_1456,0.90569,0.0,pconc
mw3_1457,0.90659,0.0,pconc
mw3_1458,0.90747,0.0,pconc
mw3_1459,0.90834,0.0,pconc
mw3_1460,0.9092,0.0,pconc
mw3_1461,0.91005,0.0,pconc
mw3_1462,0.91089,0.0,pconc
mw3_1463,0.91172,0.0,pconc
mw3_1464,0.91254,0.0,pconc
mw3_1465,0.91335,0.0,pconc
mw3_1466,0.91415,0.0,pconc
mw3_1467,0.91494,0.0,pconc
mw3_1468,0.91572,0.0,pconc
mw3_1469,0.91649,0.0,pconc
mw3_1470,0.91725,0.0,pconc
mw3_1471,0.91801,0.0,pconc
mw3_1472,0.91875,0.0,pconc
