    0.13522        0.97044E-01    0.71308E-01    0.54749E-01    0.44770E-01    0.39632E-01    0.38437E-01    0.41111E-01    0.48501E-01    0.62712E-01    0.87713E-01    0.13021        0.20036        0.31128        0.47540        0.69638        0.95872         1.2227         1.4335         1.5435         1.5343         1.4230         1.2497         1.0585        0.88313        0.74270        0.64446        0.58963        0.57864        0.61514        0.70859        0.87549         1.1376         1.5145         2.0083         2.5867         3.1793         3.7008         4.0916         4.3451         4.5024         4.6233         4.7570         4.9244         5.1113         5.2695         5.3297         5.2269         4.9310         4.4647    
    0.10743        0.76581E-01    0.56514E-01    0.44096E-01    0.37074E-01    0.34097E-01    0.34642E-01    0.39025E-01    0.48598E-01    0.66252E-01    0.97299E-01    0.15070        0.24008        0.38309        0.59652        0.88539         1.2289         1.5735         1.8437         1.9726         1.9330         1.7488         1.4793         1.1903        0.93095        0.72584        0.57957        0.48648        0.43868        0.43093        0.46271        0.53875        0.66790        0.85967         1.1177         1.4323         1.7778         2.1206         2.4347         2.7148         2.9762         3.2450         3.5433         3.8760         4.2214         4.5275         4.7218         4.7366         4.5411         4.1594    
    0.10166        0.74834E-01    0.57614E-01    0.47273E-01    0.41981E-01    0.40785E-01    0.43574E-01    0.51166E-01    0.65621E-01    0.90864E-01    0.13369        0.20499        0.32062        0.50036        0.76265         1.1134         1.5311         1.9564         2.2992         2.4692         2.4171         2.1613         1.7794         1.3681         1.0033        0.72076        0.52304        0.39541        0.31996        0.28252        0.27455        0.29272        0.33770        0.41271        0.52150        0.66601        0.84482         1.0537         1.2886         1.5498         1.8431         2.1778         2.5606         2.9860         3.4269         3.8295         4.1214         4.2351         4.1385         3.8516    
    0.11350        0.88961E-01    0.73436E-01    0.64736E-01    0.61509E-01    0.63261E-01    0.70376E-01    0.84253E-01    0.10762        0.14508        0.20381        0.29443        0.43143        0.63246        0.91482         1.2874         1.7376         2.2164         2.6337         2.8773         2.8603         2.5738         2.1000         1.5701         1.0973        0.73722        0.49248        0.33888        0.24809        0.19814        0.17518        0.17200        0.18611        0.21843        0.27243        0.35345        0.46795        0.62290        0.82529         1.0821         1.3997         1.7823         2.2273         2.7184         3.2184         3.6670         3.9913         4.1283         4.0516         3.7847    
    0.14908        0.12668        0.11346        0.10790        0.10918        0.11727        0.13288        0.15751        0.19355        0.24455        0.31564        0.41415        0.55039        0.73801        0.99306         1.3296         1.7497         2.2262         2.6859         3.0113         3.0809         2.8404         2.3503         1.7575         1.2096        0.78839        0.50428        0.32891        0.22686        0.17048        0.14244        0.13356        0.14027        0.16321        0.20664        0.27853        0.39053        0.55729        0.79425         1.1139         1.5210         2.0082         2.5527         3.1145         3.6374         4.0548         4.3036         4.3430         4.1712         3.8286    
    0.23195        0.21467        0.20778        0.21046        0.22220        0.24274        0.27178        0.30899        0.35413        0.40763        0.47150        0.55030        0.65198        0.78842        0.97522         1.2295         1.5633         1.9691         2.4006         2.7606         2.9231         2.7982         2.4013         1.8538         1.3085        0.86801        0.56066        0.36667        0.25222        0.18854        0.15691        0.14738        0.15660        0.18668        0.24530        0.34667        0.51198        0.76725         1.1358         1.6255         2.2169         2.8600         3.4850         4.0204         4.4077         4.6085         4.6076         4.4149         4.0656         3.6152    
    0.41578        0.41518        0.42653        0.44872        0.47968        0.51608        0.55346        0.58715        0.61392        0.63370        0.65036        0.67135        0.70661        0.76782        0.86816         1.0217         1.2406         1.5265         1.8564         2.1689         2.3687         2.3669         2.1387         1.7485         1.3108        0.92359        0.63215        0.43628        0.31513        0.24628        0.21364        0.20897        0.23138        0.28768        0.39387        0.57701        0.87389         1.3206         1.9294         2.6614         3.4197         4.0801         4.5428         4.7661         4.7633         4.5774         4.2583         3.8529         3.4033         2.9482    
    0.77570        0.81649        0.86599        0.91832        0.96496        0.99581         1.0018        0.97839        0.92821        0.86087        0.78994        0.72896        0.68889        0.67779        0.70219        0.76841        0.88224         1.0454         1.2480         1.4594         1.6261         1.6881         1.6110         1.4101         1.1434        0.87667        0.65419        0.49136        0.38450        0.32349        0.29998        0.31130        0.36262        0.46941        0.66011        0.97596         1.4601         2.1280         2.9275         3.7232         4.3434         4.6671         4.6782         4.4477         4.0762         3.6479         3.2157         2.8070         2.4349         2.1064    
     1.2886         1.3836         1.4692         1.5306         1.5519         1.5216         1.4366         1.3051         1.1452        0.97930        0.82765        0.70371        0.61365        0.55860        0.53762        0.54984        0.59503        0.67217        0.77611        0.89305        0.99833         1.0612         1.0577        0.98429        0.86075        0.71882        0.58718        0.48295        0.41231        0.37582        0.37391        0.41119        0.49992        0.66313        0.93518         1.3538         1.9352         2.6352         3.3277         3.8440         4.0630         3.9766         3.6725         3.2671         2.8507         2.4717         2.1469         1.8757         1.6521         1.4694    
     1.6556         1.7507         1.8128         1.8273         1.7844         1.6822         1.5287         1.3402         1.1383        0.94449        0.77485        0.63833        0.53712        0.46914        0.43068        0.41814        0.42871        0.45975        0.50734        0.56442        0.61963        0.65884        0.66975        0.64765        0.59802        0.53381        0.46968        0.41729        0.38415        0.37522        0.39585        0.45486        0.56722        0.75511         1.0439         1.4478         1.9441         2.4535         2.8563         3.0520         3.0170         2.8066         2.5095         2.2006         1.9225         1.6905         1.5039         1.3560         1.2397         1.1490    
