group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
k_m,0,0,0,00,0,0,0
z,2731.88,81.0479,0,00,0,99.1007,3.44617
z_aa,0,0,0,00,0,0,0
sill_m,0,0,0,00,0,0,0
range_m,21.9512,95.2396,0,00,0,0.499752,0.0195079
af_m,30.0979,92.3421,0,00,0,0.508794,0.0557394
aa_m,2724.87,89.6007,0,00,0,47.4473,0.17467
k,0,0,0,00,0,0,0
